city,companyFullName,companyId,companyLabelList,companyShortName,companySize,businessZones,firstType,secondType,education,industryField,positionId,positionAdvantage,positionName,positionLables,salary,workYear
北京,西部天使（北京）健康科技有限公司,57283,"['年底双薪', '股票期权', '绩效奖金', '带薪年假']",西部天使,50-150人,['清河'],技术,后端开发,本科,"移动互联网,医疗健康",2524403,"海量数据,14薪期权,餐补,五险一金",数据研发工程师,['数据'],15k-30k,不限
北京,普信恒业科技发展（北京）有限公司,3786,"['管理规范', '技能培训', '扁平管理', '弹性工作']",宜信,2000人以上,,技术,运维安全,不限,"移动互联网,金融",2286713,薪酬优渥,数据仓库工程师,"['数据仓库', '数据']",18k-30k,不限
北京,北京亿盛融华投资管理有限公司,151898,,亿盛资本,150-500人,,金融类,风控,不限,金融、教育,2465818,这是一个自我追寻的时代来亿盛资本看看吧。,交易员分析师,"['风控', '经理', '行业研究', '分析师']",5K-10K,不限
北京,北京国双科技有限公司,3038,"['年度旅游', '节日礼物', '年底双薪', '带薪年假']",Gridsum 国双,500-2000人,"['中关村', '知春路', '双榆树']",技术,企业软件,本科,数据服务,2036573,发展空间大 五险一金 牛人多 弹性工作制,大数据平台部署实施经理,"['平台', '大数据', '实施', '数据']",15k-28k,不限
北京,北京地平线机器人技术研发有限公司,83580,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",地平线机器人,50-150人,"['中关村', '北京大学', '知春路']",运营,运营,本科,"移动互联网,硬件",2559197,福利待遇佳,数据专员实习生,['数据'],4k-7k,不限
北京,青岛云众网络科技有限公司,108659,"['年底双薪', '带薪年假', '定期体检', '节日礼物']",烈焰畅游,50-150人,"['中关村', '北京大学', '苏州街']",运营,运营,不限,移动互联网,2310873,"五险一金,团建活动,项目奖金,职位晋升",数据分析专员,"['数据分析', '数据']",4k-6k,不限
北京,北京小桔科技有限公司,2474,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",滴滴出行,500-2000人,"['西北旺', '马连洼', '上地']",产品/需求/项目类,数据分析,不限,移动互联网,2569564,互联网独角兽 收获大 福利待遇好,数据分析实习生,"['数据分析', '数据']",2k-4k,不限
北京,一点网聚科技有限公司,8414,"['带薪年假', '午餐补助', '扁平管理', '弹性工作']",一点资讯,500-2000人,"['五道口', '学院路', '北航']",技术,后端开发,本科,移动互联网,1752976,发展空间大、高薪资、免费水果饮料,高级数据仓库工程师,"['数据仓库', '数据']",15k-30k,不限
北京,北京首佳房地产评估有限公司,138651,,首佳顾问,150-500人,['四季青'],技术,项目管理,本科,其他,2555581,福利待遇完善 旅游基金,数据员,['数据'],5k-8k,不限
北京,数据堂（北京）科技股份有限公司,29643,"['股票期权', '福利完善', '扁平管理', '丰厚奖金']",数据堂,150-500人,"['中关村', '人民大学', '知春路']",技术,后端开发,本科,"数据服务,分类信息",1984610,五险一金；弹性工作；带薪年假；定期体检,语音/文本数据专员,"['C++', '数据']",10k-20k,不限
北京,完美世界(北京)网络技术有限公司,10369,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",完美世界,2000人以上,"['大屯', '北苑', '亚运村']",运营/编辑/客服,运营,本科,"移动互联网,游戏",2582044,办公环境好 优秀团队 福利多多,数据编辑,"['内容', '编辑']",10k-20k,不限
北京,北京腾云天下科技有限公司,7600,"['股票期权', '精英团队', '扁平管理', '海量数据']",TalkingData,150-500人,"['东直门', '三里屯', '左家庄']",技术,后端开发,本科,移动互联网,2100943,"大数据行业,团队优秀",数据应用开发工程师,['数据'],15k-25k,不限
北京,搜狐媒体,106303,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",搜狐媒体,2000人以上,"['中关村', '知春路', '双榆树']",技术,后端开发,本科,"移动互联网,广告营销",1444736,带薪年假、五险一金,数据分析工程师,"['数据分析', '数据']",10k-20k,不限
北京,中数通信息有限公司,23448,"['五险一金', '节日礼物', '岗位晋升', '带薪年假']",中数通,500-2000人,,职能,财务,大专,移动互联网,2560117,带薪年假；周末双休；五险一金；话费补助；,数据专员,['数据'],4k-6k,不限
北京,海航生态科技集团有限公司,101076,"['节日礼物', '年底双薪', '折扣机票', '带薪年假']",海航生态科技,500-2000人,"['和平里', '雍和宫', '安定门']",运营,运营,本科,"移动互联网,数据服务",2341750,"500强,年终多薪",数据分析主管,"['数据分析', '数据']",12k-24k,不限
北京,数聚变(北京)科技有限公司,105500,"['股票期权', '扁平管理', '五险一金', '弹性工作']",数聚变,少于15人,"['五道口', '清华大学', '中关村']",技术,企业软件,不限,"数据服务,分类信息",2443983,"双休,弹性,升职空间",数据采集与整理工程师,"['数据', '网编']",3K-6K,不限
北京,北京亿盛融华投资管理有限公司,151898,,亿盛资本,150-500人,,其它,教育|培训,大专,金融、教育,2466098,薪资高待遇好,分析师助理,"['分析师', '数据分析']",8K-16K,不限
北京,北京新意互动广告有限公司,23682,"['年终分红', '绩效奖金', '五险一金', '交通补助']",CIG,500-2000人,"['白石桥', '车公庄', '甘家口']",产品,产品经理/产品设计师,硕士,广告营销,2521355,汽车领域大数据尝鲜 硅谷公司管理风格,数据科学家,['数据'],15k-30k,不限
北京,华为技术有限公司,3060,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",华为技术有限公司,2000人以上,"['上地', '西二旗', '马连洼']",技术,测试,本科,"移动互联网,企业服务",2157593,华为云计算处于快速发展时期，薪资待遇优厚,云数据中心解决方案工程师,['数据'],18k-30k,不限
北京,龙浩通信公司,78649,"['内部食堂', '定期体检', '五险一金', '国企非外包']",龙浩通信,50-150人,"['西苑', '颐和园']",技术,运维,大专,"企业服务,数据服务",1194456,"国企非外包,名校硕博团队,体检年假食堂地铁",数据工程师（数据专员）,['数据'],4k-6k,不限
北京,人人行科技有限公司,61921,"['年底双薪', '节日礼物', '绩效奖金', '岗位晋升']",人人行(借贷宝),2000人以上,"['北苑', '奥运村', '大屯']",技术,后端开发,本科,"移动互联网,金融",1445369,下载量最大、最具潜力互联网金融产品,大数据基础架构工程师,"['大数据', '架构师', '数据']",15k-25k,不限
北京,北京世纪好未来教育科技有限公司,3328,"['上市公司', '领军企业', '五险一金', '住福计划']",好未来,2000人以上,,技术,DBA,本科,"移动互联网,教育",2544825,项目培养、福利多、氛围好、大牛多,大数据开发工程师【未来精英训练营】,"['大数据', '数据库', '数据']",4k-5k,不限
北京,照澜园教育科技（北京）有限公司,122586,,照澜院教育,15-50人,,技术,DBA,本科,"移动互联网,教育",2523227,成长空间大，教学效果好，可直接升3万月薪,大数据讲师,"['职业培训', '教育', '培训', '大数据', '讲师', '数据']",8k-16k,不限
北京,北京爱狄特信息科技有限公司,128115,"['专项奖金', '绩效奖金', '年底双薪', '股票期权']",爱狄特,150-500人,"['东直门', '三里屯', '工体']",技术,运维安全,大专,"数据服务,其他",2563390,六险一金+餐补+话补+传统节日福利,数据仓库模型设计师,"['数据仓库', '数据']",20k-30k,不限
北京,紫梧桐（北京）资产管理有限公司,138874,,蛋壳公寓,150-500人,"['朝阳门', '东四', '朝外']",产品/需求/项目类,数据分析,大专,移动互联网,2582053,上班弹性制 发展前景好,BI数据分析实习生,"['数据分析', '实习生', '数据', 'BI', '商业智能']",2k-3k,不限
北京,北京联宇益通科技发展有限公司,52853,"['带薪年假', '绩效奖金', '岗位晋升', '扁平管理']",联宇益通,50-150人,"['小营', '亚运村', '安慧桥']",技术,运维安全,不限,移动互联网,2288047,转正机会，技术提升,数据采集,"['网络', '数据']",3k-5k,不限
北京,沃民高新科技（北京）股份有限公司,84883,"['股票期权', '带薪年假', '扁平管理', '管理规范']",沃民高新科技北京股份有限公司,50-150人,"['中关村', '人民大学', '当代']",技术,后端开发,本科,移动互联网,2458673,直击牛逼策略，分享创业红利，提供免费餐饮,数据处理工程师,['数据'],3k-6k,不限
北京,中数通信息有限公司,23448,"['五险一金', '节日礼物', '岗位晋升', '带薪年假']",中数通,500-2000人,,设计,用户研究,大专,移动互联网,2551222,五险一金 庆生礼物 带薪年假 高温话费补贴,数据分析专员,"['数据分析', '数据']",4k-6k,不限
北京,北京恩玖非营利组织发展研究中心,112433,,北京恩玖中心（基金会中心网）,15-50人,"['北新桥', '东四', '交道口']",设计,用户研究,本科,数据服务,2425211,实习期有补贴、实习证明，优秀者可以转正。,数据部助理（实习生）,['数据'],1k-2k,不限
北京,北京亿玛在线科技有限公司,701,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",亿玛在线-互联网营销领航者,500-2000人,"['双桥', '管庄', '定福庄']",技术,测试,本科,"移动互联网,电子商务",2502105,六险一金，带薪年假，免费班车，弹性工作制,高级测试工程师（大数据）,"['大数据', '测试', '数据']",15k-25k,不限
北京,北京东方车云信息技术有限公司,2768,"['节日礼物', '绩效奖金', '岗位晋升', '年度旅游']",易到用车,500-2000人,"['苏州街', '北京大学', '颐和园']",市场与销售,数据分析,本科,"移动互联网,O2O",2093046,"舒适的环境,零食水果",经营分析师,"['商业', '分析师']",10k-20k,不限
北京,北京夸克聚合商务咨询有限公司,135392,,夸克聚合,15-50人,"['马连洼', '西北旺', '上地']",金融,天使投资/VC/PE,大专,金融,2449282,媲美华尔街broker的培养体系,分析师助理,"['分析师', '投资']",4k-8k,不限
北京,北京华中投资有限公司,110720,"['弹性工作', '技能培训', '管理规范', '节日礼物']",华中投资,150-500人,"['团结湖', '三里屯', '工体']",市场与销售,投资,大专,金融,1700527,发展前景好 内部培训 五险一金,金融分析师,"['分析师', '金融']",6k以上,不限
北京,北京地平线机器人技术研发有限公司,83580,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",地平线机器人,50-150人,"['中关村', '北京大学', '知春路']",技术,后端开发,本科,"移动互联网,硬件",2468382,大牛mentor+丰厚薪资福利~,数据专员实习生,['数据'],4k-6k,不限
北京,中融民信资本管理有限公司,28233,"['节日礼物', '技能培训', '绩效奖金', '生日礼物']",中融民信,2000人以上,"['工体', '三里屯', '团结湖']",市场与销售,数据分析,大专,"移动互联网,金融",2432272,五险一金 绩效工资 节日福利,数据分析专员,"['商业', '数据分析', '数据']",6k-8k,不限
北京,新雅图园商务咨询（北京）有限公司,36477,"['技能培训', '带薪年假', '领导好', '美女多']",K11 购物艺术中心,50-150人,"['新世界', '崇文门', '磁器口']",设计,数据分析,硕士,生活服务,2174774,工作环境好，薪资福利稳定,数据科学家,"['数据分析', '数据']",20k-40k,不限
北京,中国互联网络信息中心,16159,"['绩效奖金', '年底双薪', '五险一金', '交通补助']",CNNIC,150-500人,"['中关村', '知春路', '双榆树']",技术,后端开发,硕士,"企业服务,数据服务",743163,大数据实时处理,大数据开发（实习生）,"['大数据', '数据库', '数据']",2k-3k,不限
北京,中金金融认证中心有限公司,31317,"['年底双薪', '绩效奖金', '管理规范', '定期体检']",中国金融认证中心,500-2000人,"['菜市口', '陶然亭', '白纸坊']",技术,高端技术职位,本科,"金融,数据服务",1867911,银行大数据风控分析，海量交易数据实操,大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,不限
北京,北京亿盛融华投资管理有限公司,151898,,亿盛资本,150-500人,,市场/商务/销售类,销售,大专,金融、教育,2469665,工作自由、法定假日休息,外汇分析师,"['分析师', '资金管理']",8K-10K,不限
北京,国商惠众投资管理（北京）有限公司,118520,"['绩效奖金', '帅哥多', '管理规范', '领导好']",国商惠众,50-150人,"['大望路', '京广桥', 'CBD']",职能,财务,大专,金融,2290152,节日福利、法定节假日、双休、年假,数据专员,"['财务', '数据']",4k-5k,不限
北京,北京明略软件系统有限公司,62831,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",明略数据,150-500人,,产品,产品经理,本科,数据服务,1578183,六险一金,数据产品经理,"['产品经理', '产品', '数据']",10k-20k,不限
北京,北京优势财富科技有限公司,67608,"['牛人大咖', '亲见开复老师', '创新工场培训', '领导好']",铂诺理财,15-50人,"['中关村', '北京大学', '苏州街']",金融,天使投资/VC/PE,本科,金融,2549702,牛人团队 转正机会 发展空间大,证券分析师实习生,"['分析师', '证券']",2k-3k,不限
北京,北京小米科技有限责任公司,520,"['快速成长', '免费班车', '扁平管理', '技能培训']",小米,2000人以上,,技术,后端开发,本科,移动互联网,2371584,六险一金、年终奖、带薪年假、餐补、班车,数据研发工程师,['数据'],20k-40k,不限
北京,博彦科技股份有限公司,63383,"['技能培训', '节日礼物', '免费班车', '带薪年假']",博彦科技,2000人以上,"['西北旺', '马连洼', '上地']",运营,运营,大专,"企业服务,数据服务",2452673,五险一金 年底调休 带薪年假 年终奖,数据评估专员,['数据'],4k-5k,不限
北京,正邦创意（北京）品牌科技股份有限公司,5538,"['懂且尊重专业', '不排资论辈', '客户流量超大', '规模行业第一']",正邦创意,500-2000人,"['王府井', '东单', '灯市口']",运营,运营,大专,"移动互联网,广告营销",2193156,"4A级公司,平台广,客户多,成长快",数据分析,"['数据分析', '数据']",4k-6k,不限
北京,北京阳光汇点数码科技有限公司,48910,"['节日礼物', '专项奖金', '带薪年假', '管理规范']",阳光汇点,50-150人,"['西二旗', '龙泽', '回龙观']",产品,产品经理,大专,移动互联网,399104,有年底分红，五险一金，节日礼物，餐补等等,需求分析师,"['分析师', '需求分析']",4k-8k,不限
北京,北京天会创业投资有限公司,103414,"['带薪年假', '领导好', '帅哥多', '交通补助']",天会创投,15-50人,"['魏公村', '中关村', '皂君庙']",市场与销售,数据分析,本科,"移动互联网,金融",2442908,五险一金、弹性工作,数据分析专员,"['商业', '数据分析', '数据']",4k-6k,不限
北京,北京亿玛在线科技有限公司,701,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",亿玛在线-互联网营销领航者,500-2000人,"['双桥', '管庄', '定福庄']",技术,测试,本科,"移动互联网,电子商务",2208640,六险一金，带薪年假，免费班车，弹性工作制,高级测试工程师（大数据广告）,"['大数据', '广告', '测试', '数据']",15k-25k,不限
北京,德通汇富（北京）资本管理有限公司,125706,"['带薪年假', '弹性工作', '领导好', '管理规范']",德通汇富,50-150人,"['朝外', '朝阳门', '东大桥']",金融,投融资,大专,"金融,O2O",2472045,周末双休 早九晚六 弹性工作,金融分析师,"['分析师', '金融']",8k-10k,不限
北京,北京趣拿软件科技有限公司,1970,"['技能培训', '节日礼物', '带薪年假', '无息住房贷款']",去哪儿网,2000人以上,"['万泉河', '苏州桥', '苏州街']",技术,后端开发,本科,移动互联网,2040848,平台好发展好,数据开发实习生-大住宿事业部(J10340),"['大数据', '数据库', '数据']",2k-4k,不限
北京,北京摩拜科技有限公司,52261,"['绩效奖金', '股票期权', '弹性工作', '扁平管理']",mobike摩拜单车,50-150人,,技术,高端技术职位,本科,移动互联网,2136426,挑战性强 期权激励 有趣 很酷,数据科学家,['数据'],20k-40k,不限
北京,百度外卖,104601,"['带薪年假', '岗位晋升', '领导好', '通讯津贴']",百度外卖,500-2000人,"['上地', '马连洼', '西二旗']",产品,产品经理/产品设计师,本科,"O2O,生活服务",2490118,"六险一金,午餐补助,牛人团队,大平台",数据产品经理,"['产品经理', '产品', '数据']",15k-30k,不限
北京,大公信用统计有限公司,83189,"['技能培训', '带薪年假', '五险一金', '帅哥多']",大公征信,500-2000人,"['亮马桥', '三元桥', '燕莎']",金融,天使投资/VC/PE,硕士,"金融,数据服务",2051982,发展前景 技术培训 晋升通道,评级分析师,['分析师'],6k-10k,不限
北京,北京达佳互联信息技术有限公司,1880,"['股票期权', '五险一金', '弹性工作', '定期体检']",快手,50-150人,,技术,后端开发,本科,移动互联网,2427554,平台超级大、产品超级赞,流媒体数据分析和质量优化工程师,"['数据分析', '媒体', '数据']",30k-60k,不限
北京,北京搜狐新媒体信息技术有限公司,3194,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",搜狐,2000人以上,"['中关村', '知春路', '双榆树']",技术,后端开发,本科,"移动互联网,文化娱乐",2171711,技术方向很不错，对个人发展很有很好的前景,大数据工程师,"['大数据', '数据']",18k-35k,不限
北京,百融（北京）金融信息服务股份有限公司,73043,"['技能培训', '股票期权', '带薪年假', '定期体检']",百融金服,150-500人,"['中关村', '知春路', '双榆树']",金融,风控,本科,"金融,数据服务",2400061,20-50%年底奖金，弹性工作时间，各种补助金,数据分析建模师,"['数据分析', '风控', '数据', '建模']",15k-25k,不限
北京,京东集团,18139,"['绩效奖金', '五险一金', '带薪年假', '免费班车']",京东,2000人以上,,技术,后端开发,本科,电子商务,2556009,快速发展的公司和部门，与业界大牛一起工作,大数据架构开发工程师,"['大数据', '架构师', '数据']",20k-40k,不限
北京,博彦科技股份有限公司,63383,"['技能培训', '节日礼物', '免费班车', '带薪年假']",博彦科技,2000人以上,,运营/编辑/客服,运营,大专,"企业服务,数据服务",2566768,年底双薪 五险一金 带薪年假,地图数据评估专员,"['数据', '地图', '驾照', '评测']",4k-5k,不限
北京,北京成为科技有限公司,132562,"['带薪年假', '节日礼物', '弹性工作', '领导好']",topdmc,15-50人,"['建国门', '北京站', '朝阳门']",技术,后端开发,大专,数据服务,2491303,"Geek,发展空间,娱乐圈,前景好",大数据工程师,"['大数据', '数据']",15k-30k,不限
北京,中国科学院软件研究所,30909,"['带薪年假', '定期体检', '五险一金', '节日福利']",中国科学院软件研究所,150-500人,"['中关村', '双榆树']",技术,后端开发,本科,"企业服务,数据服务",2493704,发展前景好,数据分析及挖掘工程师,"['数据分析', '数据']",2k-3k,不限
北京,北京傲飞商智软件有限公司,133618,,北京傲飞,少于15人,"['远大路', '万柳', '世纪城']",技术,后端开发,本科,"其他,数据服务",2543433,"五险一金,带薪年假",大数据方向,"['大数据', '数据']",3k-6k,不限
北京,德通汇富（北京）资本管理有限公司,125706,"['带薪年假', '弹性工作', '领导好', '管理规范']",德通汇富,50-150人,"['朝外', '朝阳门', '东大桥']",金融,投融资,大专,"金融,O2O",2455223,弹性工作 朝九晚六 周末双休 员工福利,金融分析师/操盘手/交易员,"['分析师', '金融']",8k-10k,不限
北京,博彦科技股份有限公司,63383,"['技能培训', '节日礼物', '免费班车', '带薪年假']",博彦科技,2000人以上,,,,大专,"企业服务,数据服务",2566768,年底双薪 五险一金 带薪年假,地图数据评估专员,"['数据', '地图', '驾照', '评测']",4k-5k,不限
北京,天津五八到家生活服务有限公司,41823,"['节日礼物', '技能培训', '股票期权', '免费班车']",58到家,2000人以上,,市场与销售,投资,本科,"O2O,生活服务",2052427,O2O、绩效奖金、带薪年假,（高级）数据分析/经营分析,"['数据分析', '数据']",10k-20k,不限
北京,数临天下医信科技（北京）有限公司,149114,,数临天下,15-50人,['望京'],市场与销售,数据分析,硕士,"企业服务,医疗健康",2402638,"晋升空间,五险一金,带薪年假,弹性工作",商业数据分析,"['商业', '数据分析', '数据', 'BI']",4k-8k,不限
北京,北京瑞商源科技有限责任公司,48605,"['带薪年假', '绩效奖金', '岗位晋升', '年度旅游']",瑞商网,15-50人,"['上地', '西二旗', '马连洼']",设计,数据分析,本科,"移动互联网,数据服务",427065,技术含量高，发展前景好,数据分析助理,"['数据分析', '数据']",5k-10k,不限
北京,北京乐畅乐享文化发展有限公司,144804,"['绩效奖金', '午餐补助', '技能培训', '领导好']",大玩家超乐场,2000人以上,"['大望路', '红庙', '华贸']",市场与销售,数据分析,大专,"文化娱乐,游戏",2380710,"双休,五险一金,年底13薪,餐补",数据分析专员,"['商业', '数据分析', '数据']",4k-6k,不限
北京,新华网亿连（北京）科技有限责任公司,153850,,新华网亿连（北京）科技有限责任公司,15-50人,['长椿街'],产品,产品经理/产品设计师,本科,"数据服务,其他",2542305,上市公司背景、独立运营团队、提升空间大,数据产品经理,"['产品经理', '产品', '数据']",7k-12k,不限
北京,光明网传媒有限公司,30596,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",光明网,150-500人,"['珠市口', '磁器口', '新世界', '珠市口', '磁器口']",运营,编辑,本科,"电子商务,文化娱乐",1693200,中央媒体、专车接送、五险一金、补充医疗,互联网分析师,['分析师'],4k-8k,不限
北京,北京华电天益信息科技有限公司,71471,"['技能培训', '绩效奖金', '领导好', '交通补助']",北京华电天益信息科技有限公司,50-150人,"['回龙观', '龙泽']",技术,数据开发,本科,信息安全,2436339,"依托学校,五险一金,假期多,氛围轻松",大数据研发,"['大数据', '数据挖掘', '数据']",8k-10k,不限
北京,北京华中投资有限公司,110720,"['弹性工作', '技能培训', '管理规范', '节日礼物']",华中投资,150-500人,,金融,投融资,本科,金融,1918651,周末双休、五险一金、年底奖金,投资分析师助理,"['分析师', '投资']",5k-10k,不限
北京,北京口袋时尚科技有限公司,2900,"['扁平化管理', '技术驱动', '14薪', '六险一金']",微店,500-2000人,,技术,后端开发,本科,"移动互联网 ,电子商务",2341530,成长空间+靠谱儿团队+一日四餐+免费健身,数据标注实习生,['数据'],2k-4k,不限
北京,源讯信息技术（中国）有限公司,97623,"['年底双薪', '带薪年假', '岗位晋升', '年度旅游']",源讯,2000人以上,"['望京', '花家地', '将台路']",设计,数据分析,本科,企业服务,2346205,外企环境,数据分析实习生,"['数据分析', '数据']",2k-3k,不限
北京,北京易观网络信息咨询有限公司,1211,"['专项奖金', '午餐补助', '技能培训', '扁平管理']",易观,150-500人,"['望京', '花家地', '来广营']",设计,用户研究,本科,"移动互联网,数据服务",2531514,互联网大数据领先品牌 弹性工作 快速成长,分析师助理（实习生）,['分析师'],2k-4k,不限
北京,搜狐媒体,106303,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",搜狐媒体,2000人以上,"['中关村', '知春路', '双榆树']",技术,后端开发,本科,"移动互联网,广告营销",1494469,一年15天年假，弹性工作时间，文化灵活,搜狐媒体-产品技术部-大数据研发工程师,"['大数据', '产品', '媒体', '数据']",20k-35k,不限
北京,北京拓尔思信息技术股份有限公司,230,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",拓尔思TRS,500-2000人,"['健翔桥', '奥运村', '二里庄']",技术,后端开发,本科,数据服务,1517144,五险一金 年底双薪 带薪年假 餐补话补,大数据产品研发工程师,"['大数据', '产品', '数据']",8k-16k,不限
北京,CBC(北京)信用管理有限公司,64755,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",CBC,500-2000人,,运营,客服,大专,其他,2336832,帅哥美女团队人好心善有才华,数据客服专员（双休五险一金）,"['客服', '数据']",4k-6k,不限
北京,格图（北京）科技有限公司,33479,"['股票期权', '年度旅游', '扁平管理', '领导好']",格图,少于15人,"['亮马桥', '三元桥', '左家庄']",技术,后端开发,硕士,"移动互联网,数据服务",1043707,大量纯洁的数据，等你用算法挑逗,大数据算法实习生,"['大数据', '数据', '算法']",4k-6k,不限
北京,北京信达汇金商品经营有限公司,72641,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",中证盛泰,500-2000人,"['西二旗', '龙泽', '回龙观']",综合职能类,财务,不限,金融,2569858,大气场的办公环境~有漂亮帅帅的同事哦~~,证券分析师,"['经理', '证券', '分析师']",6k-9k,不限
北京,北京达佳互联信息技术有限公司,1880,"['股票期权', '五险一金', '弹性工作', '定期体检']",快手,50-150人,"['五道口', '清华大学', '中关村']",运营,运营,本科,移动互联网,2158491,包中餐晚餐、工作氛围超级棒、福利超级好,数据标注实习生,['数据'],3k-4k,不限
北京,北京三快在线科技有限公司,50702,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",美团点评,2000人以上,"['大山子', '望京', '酒仙桥']",市场与销售,数据分析,本科,"移动互联网,O2O",2256277,弹性工作，班车接送，新团队，薪资福利优厚,高级商业分析师（外卖运营部-北京总部）,"['商业', '分析师', 'BI']",25k-30k,不限
北京,北京科摩多软件开发有限公司,707,"['五险一金', '带薪年假', '交通补助', '免费班车']",Comodo,50-150人,"['西北旺', '西北旺']",技术,运维,不限,信息安全,1768648,各种补助 过节礼品 五险一金 扁平管理,病毒分析师,"['病毒分析', '分析师', '安全']",7k-14k,不限
北京,北京北大英华科技有限公司,49638,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",北大英华,150-500人,"['知春路', '中关村', '人民大学']",技术,数据开发,硕士,"移动互联网,企业服务",2413920,技术牛人 十四薪 全额社保公积金 黑科技,大数据算法与自然语言理解高级工程师,"['大数据', '数据', '算法']",12k-20k,不限
北京,智慧农科信息技术有限公司,135372,,智慧农科,15-50人,"['中关村', '魏公村', '皂君庙']",技术,数据开发,本科,"金融,数据服务",2009092,试用期五险一金，各种补助,数据挖掘/分析,"['数据挖掘', '数据']",8k-15k,不限
北京,北京玛赫西计算机教育咨询有限公司,107608,"['赴美工作', '美元薪水', '告别996', '技术前沿']",MUM计算机,少于15人,,市场与销售,销售,本科,教育,2344828,帮助程序员赴美做IT，享受高薪高品质生活,大数据程序员赴美项目,"['大数据', '数据']",10k-20k,不限
北京,百度外卖,104601,"['带薪年假', '岗位晋升', '领导好', '通讯津贴']",百度外卖,500-2000人,"['上地', '马连洼', '西二旗']",金融,投融资,本科,"O2O,生活服务",2252872,较大发展空间,金融分析师,"['分析师', '金融']",12k-24k,不限
北京,网之易信息技术（北京）有限公司,329,"['节日礼物', '技能培训', '免费班车', '带薪年假']",网易,2000人以上,"['中关村', '魏公村', '皂君庙']",产品/需求/项目类,用户研究/需求分析,本科,"数据服务,文化娱乐",2540119,"大平台,绩效奖金,年底双薪,出国旅游",商业分析师,"['分析师', '用户研究', 'BI']",10k-20k,不限
北京,阳光保险集团,16521,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",人人信,15-50人,"['朝阳门', '朝外', '东四']",技术,后端开发,大专,金融,471086,各类特色福利假期，稳定自由的发展空间,数据采集工程师,['数据'],9k-18k,不限
北京,普信恒业科技发展（北京）有限公司,3786,"['管理规范', '技能培训', '扁平管理', '弹性工作']",宜信,2000人以上,['姚家园'],技术,前端开发,本科,"移动互联网,金融",2009269,餐补；补充医疗保险；春节放假14天,需求分析师,"['分析师', '需求分析']",15k-25k,不限
北京,北京智者天下科技有限公司,4128,"['年底双薪', '股票期权', '五险一金', '带薪年假']",知乎,150-500人,['清河'],产品,产品经理/产品设计师,本科,"移动互联网,社交网络",1305462,弹性上班，免费早午餐,数据产品实习生,"['产品', '实习', '数据']",3k-5k,不限
北京,北京市商汤科技开发有限公司,40459,"['五险一金', '弹性工作', '丰盛三餐', '发展空间大']",SenseTime,500-2000人,"['五道口', '清华大学', '中关村']",技术,运维安全,本科,移动互联网,1862509,发展空间 技术大牛 免费三餐,大数据平台运维工程师,"['平台', '大数据', '运维', '数据']",15k-30k,不限
北京,北京三快在线科技有限公司,50702,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",美团点评,2000人以上,,技术,后端开发,不限,"移动互联网,O2O",2182999,核心业务，大牛云集，和最优秀的人共同成长,美团外卖智能配送-数据分析工程师/专家,"['数据分析', '数据']",25k-45k,不限
北京,百度外卖,104601,"['带薪年假', '岗位晋升', '领导好', '通讯津贴']",百度外卖,500-2000人,"['上地', '马连洼', '西二旗']",产品,产品经理/产品设计师,不限,"O2O,生活服务",2456999,"海量数据,充分的机会,导师机制,迅速成长",数据分析实习生,"['数据分析', '策略', '数据', '用户']",3k-4k,不限
北京,网之易信息技术（北京）有限公司,329,"['节日礼物', '技能培训', '免费班车', '带薪年假']",网易,2000人以上,"['西北旺', '马连洼', '上地']",技术,后端开发,本科,"数据服务,文化娱乐",2481691,"工作氛围,成长空间,美味工作餐",大数据开发实习生,"['大数据', '数据库', '数据']",3k-4k,不限
北京,大公信用统计有限公司,83189,"['技能培训', '带薪年假', '五险一金', '帅哥多']",大公征信,500-2000人,"['亮马桥', '三元桥', '燕莎']",金融,天使投资/VC/PE,硕士,"金融,数据服务",2051994,五险一金 晋升通道 发展前景,金融/经济分析师,"['分析师', '金融']",6k-10k,不限
北京,北京丽兹行房地产投资顾问有限公司,124195,,丽兹行,500-2000人,,运营,运营,本科,"企业服务,广告营销",2390054,"高端管理,带薪培训,优秀合伙人,广阔晋升",数据分析（高管近距离+高薪资保证+晋升广阔）,"['数据分析', '数据']",8k-16k,不限
