USERID,ORDERDATE,ORDERID,AMOUNTINFO
52281,2016-06-28,3925039381,850
67623,2016-06-28,4197249398,799
116115,2016-06-28,4196189667,799
96983,2016-06-28,4201888064,759
153836,2016-06-28,4201626341,499
157441,2016-06-28,4192234513,499
149241,2016-06-28,4192301457,399
70879,2016-06-28,4192462502,399
57074,2016-06-28,4198612213,399
82823,2016-06-28,4191361197,398
114455,2016-06-28,4198402290,378
141262,2016-06-28,4202589192,319
126794,2016-06-28,4159217652,315
85079,2016-06-28,4199817136,299
150866,2016-06-28,4193212327,299
92532,2016-06-28,4192595337,299
144059,2016-06-28,4194511319,299
152190,2016-06-28,4173157945,299
159729,2016-06-28,4191238234,299
72166,2016-06-28,4176628384,299
150109,2016-06-28,4195571657,298
105821,2016-06-28,4194551921,298
75027,2016-06-28,4195840411,295
163985,2016-06-28,4188724753,286
146515,2016-06-28,4184902272,266
110171,2016-06-28,4198605464,259
53539,2016-06-28,4203165426,248
123971,2016-06-28,4149946083,245
101873,2016-06-28,4198148563,239
89895,2016-06-28,4199361418,229
68707,2016-06-28,3003672719,219
140932,2016-06-28,4200671190,219
123200,2016-06-28,4202188758,218
102727,2016-06-28,4199829165,209
67714,2016-06-28,4174486027,202
142336,2016-06-28,4191192413,199
151210,2016-06-28,4136773047,199
146575,2016-06-28,4195720336,199
53959,2016-06-28,4187004684,199
65476,2016-06-28,4190943769,199
60048,2016-06-28,4171660192,199
144036,2016-06-28,4201298715,159
145274,2016-06-28,4174974828,148
82469,2016-06-28,4192149491,130
130599,2016-06-28,4198584489,129
142485,2016-06-28,4082489962,128
114222,2016-06-28,4194182726,126
114273,2016-06-28,4171907329,126
144133,2016-06-28,4106915265,125
59566,2016-06-28,4202531330,119
68018,2016-06-28,4190611976,119
95886,2016-06-28,4174837615,118
126657,2016-06-28,4198392092,109
127554,2016-06-28,4199952427,106
148869,2016-06-28,4200102221,99.9
93146,2016-06-28,4200169273,99.9
147132,2016-06-28,4197659492,99
145494,2016-06-28,4198258904,99
53045,2016-06-28,4191439740,99
126275,2016-06-28,4196906984,99
103500,2016-06-28,4138977027,99
131892,2016-06-28,4147018400,98
107447,2016-06-28,3796870515,93
73711,2016-06-28,4202013259,89
111656,2016-06-28,4125580140,88
112197,2016-06-28,4193745057,87
152717,2016-06-28,4200356112,79
62761,2016-06-28,4192701888,75
125579,2016-06-28,4194271194,69
81846,2016-06-28,4154507097,65
69869,2016-06-28,4187504607,63
57011,2016-06-28,4195659912,59
90846,2016-06-28,4191715205,59
111303,2016-06-28,4201649942,59
103657,2016-06-28,4191616090,59
115130,2016-06-28,4190437623,59
141035,2016-06-28,4194257446,59
137216,2016-06-28,4181085493,59
142527,2016-06-28,4192732813,59
104947,2016-06-28,4180411741,59
74044,2016-06-28,4197479242,59
94923,2016-06-28,3981525499,51
156148,2016-06-28,4200301043,50
117496,2016-06-28,3910888977,49.9
129593,2016-06-28,4190913101,49
142775,2016-06-28,4191698558,49
114444,2016-06-28,4197901421,49
68529,2016-06-28,4122740698,45.9
93892,2016-06-28,4200443898,44.9
127298,2016-06-28,3999220544,44.9
163661,2016-06-28,4157405585,39.9
65624,2016-06-28,4202342589,39.9
63239,2016-06-28,4153937701,39.9
149761,2016-06-28,4196934163,39.9
151286,2016-06-28,4107416139,39
162213,2016-06-28,4025839400,33.8
66382,2016-06-28,4199555877,29.9
103121,2016-06-28,4175578727,29.9
144746,2016-06-28,4198656498,29
56879,2016-06-28,4197319667,29
129778,2016-06-28,4201063338,29
69109,2016-06-28,4185198271,25
97055,2016-06-28,4197703637,23.9
122707,2016-06-28,4099033490,22.5
105918,2016-06-28,4171258751,22
66441,2016-06-28,4107071556,21.9
64652,2016-06-28,3921186201,21.9
68606,2016-06-28,4192495644,19.9
120367,2016-06-28,4196526632,19.9
71275,2016-06-28,4196088186,19.9
135125,2016-06-28,4197783746,19.9
115492,2016-06-28,4194934791,19.9
152976,2016-06-28,4191445142,19.9
96792,2016-06-28,4104998133,19
158674,2016-06-28,4077501556,18.5
133492,2016-06-28,4202006437,17.9
90885,2016-06-28,4195315285,17.9
112999,2016-06-28,4101111163,16.9
103331,2016-06-28,4109474881,16.9
138467,2016-06-28,4107319799,15.9
106687,2016-06-28,4141232168,15.9
160821,2016-06-28,3779775996,15.9
107089,2016-06-28,4174361252,15
109432,2016-06-28,4101312324,15
84290,2016-06-28,4189764705,15
147182,2016-06-28,4107617312,13.8
157871,2016-06-28,4102519185,13
52804,2016-06-28,4183967150,12.9
106131,2016-06-28,3981804188,12.9
71619,2016-06-28,4111480977,12.9
126022,2016-06-28,4104312327,12.5
80646,2016-06-28,4136001782,12
150678,2016-06-28,4126363229,12
119690,2016-06-28,4082797533,12
64722,2016-06-28,4195131623,11.9
117357,2016-06-28,4115967717,11.9
109081,2016-06-28,4101580171,11.9
92539,2016-06-28,4116903159,11.9
65307,2016-06-28,4133156188,11.9
78740,2016-06-28,4110987274,11.9
148557,2016-06-28,4104599261,11.2
139165,2016-06-28,4117033854,11
71782,2016-06-28,4106184986,11
104101,2016-06-28,4109081496,10.9
156220,2016-06-28,4171053971,10.9
100159,2016-06-28,4109467570,9.9
89119,2016-06-28,4180561173,9.9
146684,2016-06-28,4109424156,9.9
53476,2016-06-28,4100739416,9.9
120098,2016-06-28,4083993679,9.9
91538,2016-06-28,4117113300,9.9
52299,2016-06-28,4175087123,9.9
64402,2016-06-28,4109885683,9.9
162930,2016-06-28,4096873590,9.9
93232,2016-06-28,4178797221,9.9
149968,2016-06-28,3999103413,9.9
102060,2016-06-28,4155043296,9.9
64613,2016-06-28,4110312899,9.9
85340,2016-06-28,4107697086,9.9
121411,2016-06-28,4110209224,9.9
74670,2016-06-28,4106877398,9.9
124469,2016-06-28,4135647404,9.9
149803,2016-06-28,4178077225,9.8
136518,2016-06-28,4175087158,9.8
74393,2016-06-28,4196703052,9.8
148664,2016-06-28,4191978559,9
71194,2016-06-28,4193971664,9
101437,2016-06-28,4107009536,8.9
159393,2016-06-28,4018049974,8.9
69132,2016-06-28,4115822322,8.9
162770,2016-06-28,4140684305,8.9
164556,2016-06-28,4199415195,8.6
121416,2016-06-28,4100865562,8.5
137790,2016-06-28,4202734214,7.8
162887,2016-06-28,4114624848,6.9
163160,2016-06-28,4115966378,6.8
151164,2016-06-28,4111613040,6.8
140892,2016-06-28,4116394053,6.8
56317,2016-06-28,4200955984,6.8
131915,2016-06-28,4110867479,6.3
150325,2016-06-28,4180772486,6.3
61406,2016-06-28,4107681013,6.3
60247,2016-06-28,4078692815,6.3
86100,2016-06-28,4082232389,6
149314,2016-06-28,4080292872,6
120743,2016-06-28,4103844763,6
148528,2016-06-28,4114950528,6
115526,2016-06-28,4186944873,5.9
71295,2016-06-28,4197939104,0.5
58263,2016-06-28,4197520475,0.5
95372,2016-06-28,4189781857,0.5
121157,2016-06-29,4195740961,13666
156499,2016-06-29,4202772445,8999
89364,2016-06-29,4195198459,8166
106478,2016-06-29,4194226156,7959
99745,2016-06-29,4191658023,6499
113890,2016-06-29,4203131318,4598
124478,2016-06-29,4201742128,4499
108143,2016-06-29,4193402043,4199
99660,2016-06-29,4195732554,3999
108769,2016-06-29,4175244656,3999
137179,2016-06-29,4186356400,3999
77576,2016-06-29,4165971354,3999
149801,2016-06-29,4196289270,3999
130561,2016-06-29,4198229197,3999
79076,2016-06-29,3898390310,3999
145644,2016-06-29,4192857453,3899
74849,2016-06-29,4195906016,3499
155105,2016-06-29,4198555906,3499
160590,2016-06-29,4194511381,3299
151325,2016-06-29,4195129349,3299
115483,2016-06-29,4194781351,2899
124183,2016-06-29,4194292396,2799
95336,2016-06-29,4191249802,2699
75844,2016-06-29,4193528954,2599
86280,2016-06-29,4202726131,2499
139547,2016-06-29,4202548224,2429
159388,2016-06-29,4190328020,2344
153824,2016-06-29,4194326131,2278
130861,2016-06-29,4192506001,2199
125205,2016-06-29,4199889269,1899
88441,2016-06-29,4195599272,1899
68126,2016-06-29,4196506299,1888
129541,2016-06-29,4196329861,1769
122071,2016-06-29,4194279942,1759
94481,2016-06-29,4201559635,1759
111054,2016-06-29,4198788596,1560
131185,2016-06-29,4140090349,1499
118442,2016-06-29,4107182558,1480
55700,2016-06-29,4194892471,1348
103060,2016-06-29,4191124096,1299
161411,2016-06-29,4194260788,1299
155702,2016-06-29,4194608274,1268
55982,2016-06-29,4191947739,1199
147118,2016-06-29,4192235979,1199
72079,2016-06-29,4201693203,1198
95997,2016-06-29,3322243931,1198
152501,2016-06-29,3753747480,1086
148804,2016-06-29,4202310219,888
83480,2016-06-29,4199223348,799
154247,2016-06-29,4099185818,788
101938,2016-06-29,4196629002,699
72813,2016-06-29,4018453509,698
72481,2016-06-29,4186457582,666
157835,2016-06-29,4154063519,499
74551,2016-06-29,4196596300,479
119731,2016-06-29,4195988341,469
71723,2016-06-29,4117506849,460
143698,2016-06-29,4199750189,458
143884,2016-06-29,4193556369,439
133631,2016-06-29,4201699864,399
123027,2016-06-29,4062664408,399
107222,2016-06-29,4194886160,359
59578,2016-06-29,4191032723,299
140553,2016-06-29,4183905218,299
163825,2016-06-29,4187217864,299
120427,2016-06-29,4196266140,295
98727,2016-06-29,4197342157,289
86045,2016-06-29,4192133348,279
126752,2016-06-29,4181920693,239
145874,2016-06-29,4203027066,199
160325,2016-06-29,4196030732,199
116415,2016-06-29,4195755113,199
87686,2016-06-29,4201365996,195
91842,2016-06-29,4199530433,188
60271,2016-06-29,4192080914,179
120343,2016-06-29,4195775471,175
163970,2016-06-29,4062252670,159
102542,2016-06-29,4201308492,159
96762,2016-06-29,4194930850,139
86995,2016-06-29,4029166054,129
104053,2016-06-29,4192366747,128
164570,2016-06-29,4185199762,119
77972,2016-06-29,4146603617,109
161120,2016-06-29,4195755604,106
124160,2016-06-29,4191589846,105
121458,2016-06-29,4016981127,105
87039,2016-06-29,4196328709,99
154693,2016-06-29,4201395344,99
75345,2016-06-29,4202998049,99
102311,2016-06-29,4202578299,99
130620,2016-06-29,4192101631,99
154296,2016-06-29,3983608213,96
93223,2016-06-29,4194804353,88
90178,2016-06-29,4168757549,87.8
77320,2016-06-29,4111695962,79
82763,2016-06-29,4196264505,78
61147,2016-06-29,4181576576,78
63908,2016-06-29,4190378808,72
124914,2016-06-29,4196546619,71
159429,2016-06-29,4197767131,69.9
140659,2016-06-29,4191802938,69
115537,2016-06-29,4141244832,69
137522,2016-06-29,4198344192,65
129780,2016-06-29,4167826737,65
79878,2016-06-29,4194396903,59
161516,2016-06-29,4194735103,59
99539,2016-06-29,4203007968,59
138629,2016-06-29,4158777090,59
80042,2016-06-29,4159715162,59
132642,2016-06-29,4193293659,59
71572,2016-06-29,4195975284,59
138070,2016-06-29,4001683685,59
151079,2016-06-29,4010510051,59
52231,2016-06-29,4151430848,59
119321,2016-06-29,4194399015,59
88348,2016-06-29,4202278222,59
87228,2016-06-29,4198703731,58
67269,2016-06-29,4078091586,58
151309,2016-06-29,4130551572,56
146150,2016-06-29,4157515108,55
61796,2016-06-29,4062252670,55
140668,2016-06-29,4198502038,55
100386,2016-06-29,4192628835,49.9
155074,2016-06-29,4189015916,49.9
117194,2016-06-29,4195678915,49
104126,2016-06-29,4195636028,49
84124,2016-06-29,4197495529,49
95703,2016-06-29,4191193169,49
102656,2016-06-29,4195234106,49
114091,2016-06-29,4196239281,49
85236,2016-06-29,4162650705,46.9
78442,2016-06-29,4106283840,46.9
139628,2016-06-29,4190704342,46
121926,2016-06-29,4191204437,44.9
114808,2016-06-29,4136598376,44.9
91079,2016-06-29,4191104835,41
53635,2016-06-29,4195870306,39
57388,2016-06-29,4194876256,39
133869,2016-06-29,4192546922,39
151050,2016-06-29,4036862926,38
56705,2016-06-29,4164336832,38
134185,2016-06-29,4174386218,38
62792,2016-06-29,4185770480,35
81963,2016-06-29,4108312112,34.9
123318,2016-06-29,4201567316,31.9
112602,2016-06-29,3769340040,30.5
92377,2016-06-29,4193037135,30
147460,2016-06-29,3931941194,29.9
83987,2016-06-29,3917604775,29.9
163120,2016-06-29,4192059845,29.9
97685,2016-06-29,3993278633,29.9
70022,2016-06-29,4186274084,29
90667,2016-06-29,3995104872,29
140878,2016-06-29,4198538295,29
118218,2016-06-29,4192175110,29
137195,2016-06-29,4155715552,27.9
51422,2016-06-29,4035480586,25.9
140527,2016-06-29,4129129823,25.5
86396,2016-06-29,4097902057,23
84615,2016-06-29,4191117167,21.9
51988,2016-06-29,4142265270,21.9
126700,2016-06-29,4190708543,21.9
85576,2016-06-29,4159179204,20.6
148789,2016-06-29,4199666725,19.9
130595,2016-06-29,4198312085,19.9
58725,2016-06-29,4191281335,19.9
153690,2016-06-29,4196233621,19.9
92948,2016-06-29,4155830058,19.9
134549,2016-06-29,4136853847,19.9
73070,2016-06-29,4104496915,19.8
71764,2016-06-29,4201233002,19
125824,2016-06-29,4190827394,19
148781,2016-06-29,4195233861,19
67599,2016-06-29,4078524095,18.9
146293,2016-06-29,4107425431,18.9
85354,2016-06-29,4198977419,18.9
153726,2016-06-29,4165334876,18.8
116441,2016-06-29,4143854049,18.2
83989,2016-06-29,4194564112,18
119950,2016-06-29,4171981832,17.5
148137,2016-06-29,4191128978,16
83266,2016-06-29,4197436678,16
155952,2016-06-29,4106806104,15.9
76175,2016-06-29,4190192787,15
58917,2016-06-29,3982347588,14.7
131715,2016-06-29,3980105890,14
125491,2016-06-29,4099159936,13.9
53743,2016-06-29,4101200792,13.2
70978,2016-06-29,4107669596,12
75006,2016-06-29,4107282976,12
126365,2016-06-29,4171353580,11.9
155321,2016-06-29,4104830735,11.9
153626,2016-06-29,4112416477,11.9
133605,2016-06-29,4116205174,11.9
99007,2016-06-29,4108263214,11.9
90655,2016-06-29,4076984863,11
135072,2016-06-29,3999400607,11
111156,2016-06-29,4106977279,10.9
144918,2016-06-29,4080927765,9.9
102793,2016-06-29,4082562475,9.9
152532,2016-06-29,4107787341,9.9
64168,2016-06-29,4110193600,9.9
65239,2016-06-29,4131916288,9.9
124827,2016-06-29,4108999440,9.9
155828,2016-06-29,4079613094,9.9
152662,2016-06-29,4151076703,9.9
119384,2016-06-29,4120054052,9.9
139009,2016-06-29,4150592136,9.9
112721,2016-06-29,4158822181,9.9
83741,2016-06-29,4078304671,9.9
124935,2016-06-29,4109031971,9.9
88102,2016-06-29,4106729407,9.9
100363,2016-06-29,4081787287,9.9
83338,2016-06-29,4107505603,9.9
134777,2016-06-29,4104193602,9.9
128246,2016-06-29,4194532624,9
134901,2016-06-29,4192063158,9
74287,2016-06-29,4101047402,8.9
111557,2016-06-29,4109031472,8.9
73475,2016-06-29,4108186003,8.9
87080,2016-06-29,4111108241,8.9
109371,2016-06-29,4099110972,8.9
136216,2016-06-29,3732269761,8.9
164397,2016-06-29,4109083658,7.8
69478,2016-06-29,4022141431,7.8
69807,2016-06-29,4021351192,7.8
88603,2016-06-29,3950246020,6.8
104653,2016-06-29,3966969167,6.8
125050,2016-06-29,4018305027,6.6
151940,2016-06-29,4169313710,6.6
114242,2016-06-29,4123126966,6.3
72040,2016-06-29,4152994938,6.3
108156,2016-06-29,4109392786,6
80112,2016-06-29,3981077310,6
139894,2016-06-29,4148337851,4
164242,2016-06-29,4143827576,3.9
159988,2016-06-29,4123446422,3.9
55036,2016-06-29,4105552472,2.9
119341,2016-06-29,4195718302,0.5
112656,2016-06-29,4184468321,0.5
112431,2016-06-29,4176893388,0.5
74164,2016-06-29,4198271757,0.5
116447,2016-07-01,4193995047,7288
149832,2016-07-01,4192976001,6999
105055,2016-07-01,3959346138,6899
121301,2016-07-01,4196931955,5588
82348,2016-07-01,4202072252,5199
147530,2016-07-01,4029599634,4899
77562,2016-07-01,4197087650,4899
117055,2016-07-01,4189986639,4599
80599,2016-07-01,4201414183,4398
53771,2016-07-01,4186343530,4298
70838,2016-07-01,4202654900,3999
100687,2016-07-01,4202933778,3999
107215,2016-07-01,4078382391,3999
70093,2016-07-01,4193877616,3888
68244,2016-07-01,3614041345,3699
91221,2016-07-01,4201552529,3599
131628,2016-07-01,4202270411,3599
89554,2016-07-01,4191548178,3599
97760,2016-07-01,4195851980,3444
80465,2016-07-01,4190540264,3299
104782,2016-07-01,4191024150,3288
124653,2016-07-01,4193969864,3099
107964,2016-07-01,4162352209,2999
159607,2016-07-01,4193537651,2999
120540,2016-07-01,4201104619,2999
143466,2016-07-01,3883854937,2799
116613,2016-07-01,4201017290,2599
127221,2016-07-01,4202973205,2598
150887,2016-07-01,4196701369,2586
136386,2016-07-01,4190518363,2586
137615,2016-07-01,4193192326,2499
81815,2016-07-01,4189322375,2399
111970,2016-07-01,4194217867,2390
80280,2016-07-01,4191753465,2244
78404,2016-07-01,4199193851,2244
140179,2016-07-01,4191847763,2244
85181,2016-07-01,4201515749,2199
94697,2016-07-01,4195992782,2198
72970,2016-07-01,4191785760,2198
92541,2016-07-01,4164311382,1999
56750,2016-07-01,4195469784,1899
112583,2016-07-01,4194938359,1889
86113,2016-07-01,4196326715,1888
64981,2016-07-01,4021750724,1688
80829,2016-07-01,4151596493,1680
84574,2016-07-01,4200103258,1588
55231,2016-07-01,4198023458,1488
146393,2016-07-01,4196400825,1488
84731,2016-07-01,4196268059,1419
155046,2016-07-01,4191178817,1399
152361,2016-07-01,4190728399,1399
161855,2016-07-01,4197645028,1249
77377,2016-07-01,4195731305,1249
95418,2016-07-01,4199659013,1098
156324,2016-07-01,3876978440,1019
86175,2016-07-01,4166951470,999
162093,2016-07-01,4183130225,999
61796,2016-07-01,4196005159,996
163456,2016-07-01,4198160389,989
121645,2016-07-01,4192258047,850
67804,2016-07-01,4194166679,790
72419,2016-07-01,4197627015,760
75735,2016-07-01,4196061895,739
162979,2016-07-01,4193194089,698
116573,2016-07-01,4186240196,690
102038,2016-07-01,4192890816,688
144578,2016-07-01,4196873938,649
54497,2016-07-01,4191350508,499
62861,2016-07-01,4201884987,499
89229,2016-07-01,4197203550,458
147489,2016-07-01,4191490077,399
62754,2016-07-01,4107753011,398
158874,2016-07-01,4192179460,349
132366,2016-07-01,4202380066,299
60565,2016-07-01,4195154634,299
106702,2016-07-01,4195984217,299
145299,2016-07-01,4192703259,295
89369,2016-07-01,4199344947,289
61975,2016-07-01,4194874204,269
104629,2016-07-01,3891572866,229
154618,2016-07-01,4193064515,199
58179,2016-07-01,4195359047,199
86663,2016-07-01,4199259457,199
67602,2016-07-01,4190677072,199
68790,2016-07-01,4191219239,199
117845,2016-07-01,4191121712,198
97447,2016-07-01,4187960212,189
57071,2016-07-01,4123963517,189
119310,2016-07-01,4200333238,188
125921,2016-07-01,3936608800,159
120914,2016-07-01,4089247726,155
164888,2016-07-01,4197878806,149
89690,2016-07-01,4183130200,139
116546,2016-07-01,4169068676,139
154397,2016-07-01,4202275656,130
91208,2016-07-01,4127032277,128
152507,2016-07-01,4195229812,119
108165,2016-07-01,4195551574,118
126562,2016-07-01,4195649056,118
158248,2016-07-01,4199331994,99.9
126300,2016-07-01,4193226182,99
94986,2016-07-01,4193062355,99
121066,2016-07-01,3937196674,99
105319,2016-07-01,4199446102,89.9
99818,2016-07-01,3940305919,89.9
65750,2016-07-01,4191566439,89
160250,2016-07-01,4192022758,89
79719,2016-07-01,4194386380,88
100178,2016-07-01,4122147950,87
99872,2016-07-01,4202733348,78
73124,2016-07-01,4196646292,72
159236,2016-07-01,3857694765,72
93213,2016-07-01,4154187842,69
134809,2016-07-01,4202860619,69
140839,2016-07-01,4107186116,69
101683,2016-07-01,4183686255,69
93686,2016-07-01,4079896132,69
134743,2016-07-01,4199859682,65.9
66415,2016-07-01,4193217674,65.9
88853,2016-07-01,4192102323,59
80850,2016-07-01,4182365681,59
152424,2016-07-01,3607639380,59
67364,2016-07-01,4190758159,59
71943,2016-07-01,4192811522,59
107310,2016-07-01,4014804421,49
74083,2016-07-01,4195763282,49
102207,2016-07-01,4198956380,49
135553,2016-07-01,4198281664,49
161147,2016-07-01,4199006872,49
142662,2016-07-01,4124459897,49
107888,2016-07-01,4197019024,49
161817,2016-07-01,4078687519,49
115675,2016-07-01,4164178725,46.9
139823,2016-07-01,4194775715,46
162854,2016-07-01,4015346131,44.9
163193,2016-07-01,4196064906,39.9
146555,2016-07-01,4193459391,39
61442,2016-07-01,4190164246,39
153628,2016-07-01,3986293723,39
70229,2016-07-01,4110492099,39
80568,2016-07-01,3805017555,38
65460,2016-07-01,4200167740,38
144435,2016-07-01,4192044325,38
54181,2016-07-01,4175111906,35.9
144937,2016-07-01,4195441965,33.9
113629,2016-07-01,4121234765,33.8
63002,2016-07-01,4190655059,31.9
88259,2016-07-01,4191371509,29.9
141732,2016-07-01,4190309283,29.9
117180,2016-07-01,4131943073,29.8
60870,2016-07-01,4196751623,29
156643,2016-07-01,4171100672,29
67813,2016-07-01,4190694349,29
85528,2016-07-01,4130451187,29
139734,2016-07-01,4172856326,28
116605,2016-07-01,4181683931,27.9
72258,2016-07-01,4193151471,27.9
136333,2016-07-01,4195847951,26.9
130507,2016-07-01,4190298361,26.9
64494,2016-07-01,4191524308,26.9
99980,2016-07-01,4191815688,26.9
118773,2016-07-01,4200100408,25.5
159523,2016-07-01,4192940821,25
87991,2016-07-01,4193235645,23
112474,2016-07-01,4195331856,23
98359,2016-07-01,4159023753,22.9
55732,2016-07-01,3760636321,21.9
74224,2016-07-01,4197222491,21.9
115356,2016-07-01,4181454240,21.9
115224,2016-07-01,4117218416,21.6
118171,2016-07-01,4117077120,21.5
75234,2016-07-01,4193454845,20.9
154986,2016-07-01,4201869288,19.9
70007,2016-07-01,4199505795,19.9
146718,2016-07-01,4196730460,19.9
96687,2016-07-01,4166040235,19
57517,2016-07-01,4199276092,18.8
100041,2016-07-01,3947863858,18
76021,2016-07-01,4201724328,17.9
147300,2016-07-01,4198553728,16.9
75630,2016-07-01,4108185820,15
83462,2016-07-01,4130752730,14
119967,2016-07-01,4117461960,14
84324,2016-07-01,4074208731,13.9
68124,2016-07-01,4112043155,13.9
87367,2016-07-01,4174082119,13.5
86236,2016-07-01,4099577527,13.2
84899,2016-07-01,4098132272,13
59777,2016-07-01,4180562028,12.9
56983,2016-07-01,4190794742,12.8
66246,2016-07-01,4100035726,11.9
71342,2016-07-01,4117451642,11.9
75193,2016-07-01,4192020538,11.9
122818,2016-07-01,4107857660,11.9
157850,2016-07-01,4157159278,11.9
100069,2016-07-01,4032100577,11
61986,2016-07-01,4104292552,11
107588,2016-07-01,4106242812,10.9
160429,2016-07-01,3992194887,10.9
142635,2016-07-01,4118959178,10.9
145196,2016-07-01,4176496056,10.8
158637,2016-07-01,4196133047,10
161135,2016-07-01,4104253106,9.9
119355,2016-07-01,4037223688,9.9
52928,2016-07-01,4107093512,9.9
112322,2016-07-01,4107244372,9.9
163998,2016-07-01,4111176575,9.9
113985,2016-07-01,4198385000,9.9
110189,2016-07-01,4178470116,9.9
97910,2016-07-01,4072222301,9.9
55175,2016-07-01,4164195050,9.9
126958,2016-07-01,3990345540,9.9
145638,2016-07-01,4021543779,9
135361,2016-07-01,4199081419,9
93358,2016-07-01,3630489960,9
122797,2016-07-01,4197370652,9
124274,2016-07-01,4081859479,8.9
87428,2016-07-01,4107323519,8.6
77182,2016-07-01,4070303218,8
99688,2016-07-01,4179098096,7.8
89814,2016-07-01,4109083764,7.8
51706,2016-07-01,4106498954,6.9
79047,2016-07-01,4110209265,6.9
51395,2016-07-01,4146652102,6.8
122330,2016-07-01,4198896943,6.3
123121,2016-07-01,4107393052,6.3
63290,2016-07-01,4002932277,6.3
142807,2016-07-01,4091241657,6
160554,2016-07-01,4107228710,5.9
152510,2016-07-01,4135529963,3.9
161869,2016-07-01,4194384349,0.5
122059,2016-07-01,4189890441,0.5
135065,2016-07-01,4188712905,0.5
127422,2016-07-02,4198160754,7799
60327,2016-07-02,4199741409,5299
84234,2016-07-02,3785786659,4899
157288,2016-07-02,4195928725,4699
92671,2016-07-02,4202821399,4699
97407,2016-07-02,4080031798,4599
125824,2016-07-02,4190913523,4299
84546,2016-07-02,4195419870,3999
123572,2016-07-02,4193093732,3999
119675,2016-07-02,4199308849,3999
90411,2016-07-02,4193751703,3999
109192,2016-07-02,4192508799,3799
161219,2016-07-02,3886734932,3799
135269,2016-07-02,4191825336,3799
125986,2016-07-02,4192853461,3799
95585,2016-07-02,4198428593,3699
95219,2016-07-02,4190361612,3688
156517,2016-07-02,4202324589,3599
60574,2016-07-02,4186313289,3599
59023,2016-07-02,4196993709,3599
64564,2016-07-02,4033182758,3599
136883,2016-07-02,4194476794,3599
72894,2016-07-02,4191965622,3344
73975,2016-07-02,4195094923,3299
84921,2016-07-02,4202819246,2999
85650,2016-07-02,4190463344,2999
129104,2016-07-02,4192291100,2899
117658,2016-07-02,4166395129,2899
111701,2016-07-02,4190837907,2888
125190,2016-07-02,4188846443,2699
122276,2016-07-02,4197645023,2599
103439,2016-07-02,4193980649,2599
119391,2016-07-02,4199280483,2499
107408,2016-07-02,4155389676,2399
126616,2016-07-02,4101180194,2344
101069,2016-07-02,4192760305,2344
88925,2016-07-02,4200634456,2299
51231,2016-07-02,4181014040,2288
55435,2016-07-02,4196866073,2199
130276,2016-07-02,4198735493,2199
71897,2016-07-02,4191820553,2198
146532,2016-07-02,4192933515,2198
164825,2016-07-02,3980228072,1799
113381,2016-07-02,3255191510,1696
160475,2016-07-02,4190084328,1499
66329,2016-07-02,4080133925,1399
132922,2016-07-02,4191833577,1378
137706,2016-07-02,4202315809,1329
102683,2016-07-02,4192135143,1299
66714,2016-07-02,4198909486,1249
105058,2016-07-02,4190839046,1249
108926,2016-07-02,4190260443,1129
107334,2016-07-02,4192524257,1099
54129,2016-07-02,4195444230,999
158755,2016-07-02,4086694637,999
58132,2016-07-02,3941025667,999
154354,2016-07-02,4194167855,999
80901,2016-07-02,4195029774,888
86026,2016-07-02,4190885755,799
146780,2016-07-02,3519252729,739
117408,2016-07-02,4199447250,699
84699,2016-07-02,4195549345,638
77753,2016-07-02,4149269257,559
73832,2016-07-02,3870724891,548
125718,2016-07-02,4144126359,499
94060,2016-07-02,4193514200,439
71817,2016-07-02,4200276890,419
125305,2016-07-02,4192114801,399
144176,2016-07-02,4185391006,398
110988,2016-07-02,4198456538,378
162745,2016-07-02,4192067639,359
101152,2016-07-02,4199393436,349
150330,2016-07-02,4081584534,339
131970,2016-07-02,4175381621,338
154138,2016-07-02,4149789099,279
147228,2016-07-02,3650195110,278
68984,2016-07-02,3787061021,259
144737,2016-07-02,4193458274,239
67070,2016-07-02,4175571488,219
145291,2016-07-02,4168509155,219
54873,2016-07-02,4203101622,199
128399,2016-07-02,4199386276,199
129907,2016-07-02,4195397678,199
110666,2016-07-02,4202312182,199
126819,2016-07-02,4200893975,199
97487,2016-07-02,4196877857,199
55579,2016-07-02,4193621721,199
53306,2016-07-02,4195470999,199
87829,2016-07-02,3612162403,197
93733,2016-07-02,4141166492,189
126498,2016-07-02,4194091930,188
59756,2016-07-02,4194521164,183
55235,2016-07-02,3987365138,165
164282,2016-07-02,4185206563,158
97224,2016-07-02,4201008038,139
79378,2016-07-02,4196692258,138
123100,2016-07-02,4173389185,129
55596,2016-07-02,4191270125,126
64983,2016-07-02,4196604951,119
159684,2016-07-02,4177697411,109
110318,2016-07-02,4202980641,109
105535,2016-07-02,3729943722,108
56834,2016-07-02,4198288452,99
127308,2016-07-02,3903564836,90
138819,2016-07-02,3151683061,89.9
58938,2016-07-02,3752345258,89.9
119540,2016-07-02,4197692217,89
107880,2016-07-02,4195430144,89
58831,2016-07-02,4194336364,89
138936,2016-07-02,4184970236,89
58791,2016-07-02,3577746720,88
148234,2016-07-02,4151413924,82
136779,2016-07-02,4193523688,79.9
103636,2016-07-02,4196568815,79
154190,2016-07-02,4159698608,79
122751,2016-07-02,4191831910,69
79748,2016-07-02,4199960270,69
