appcategory,appname,comments,company,install,love,platform,size,update,version
网上购物-快递,福佑卡车,0,南京福佑在线电子商务有限公司,1.3万,暂无,Android 4.0.2 以上,13.97MB,2018年01月10日,2.4.6
网上购物-快递,蜂巢管家,0,深圳市金蜂巢网络科技有限公司,2160,暂无,Android 4.4.4 以上,6.4MB,2017年11月17日,1.5.4
网上购物-快递,圈子店,0,网富天下（北京）电子商务有限公司,1530,暂无,Android 4.3.x 以上,41.92MB,2018年03月15日,2.0.2
网上购物-快递,第一物流,1,运力宝（北京）科技有限公司,4.1万,100.00%,Android 3.0.0 以上,16.58MB,2016年08月30日,2.2.20
网上购物-快递,快召货车（司机端）,2,重庆博尼施科技有限公司,6.4万,暂无,Android 3.0.0 以上,5.46MB,2015年07月13日,6.0
网上购物-快递,快狗速运,0,高高信息科技（上海）有限公司深圳分公司,741,暂无,Android 4.1.x 以上,9.37MB,2017年08月23日,1.0.0
网上购物-快递,珍珠奶茶小铺,0,,6600,暂无,Android 2.1.0 以上,19.03MB,2016年08月30日,1.0
网上购物-快递,顺丰快递单号查询跟踪,0,,2100,暂无,Android 2.2.x 以上,888.67KB,2016年09月03日,2.0
网上购物-快递,尾货通,0,徐州麦邦网络科技有限公司,1935,暂无,Android 4.3.x 以上,72.35MB,2018年03月09日,2.3.4
网上购物-快递,错觉(高清版),0,来自互联网,1365,暂无,Android 2.3.2 以上,8.07MB,2014年09月02日,3.0.0
网上购物-快递,石联网,0,石联网,2010,暂无,Android 2.1.0 以上,3.41MB,2014年09月02日,3.1
网上购物-快递,蜂巢,0,康辉集团北京胜佳科技有限公司,632,暂无,Android 4.1.x 以上,15.03MB,2018年03月27日,1.2.0
网上购物-全球导购,小红书,287,行吟信息科技（上海）有限公司,746.6万,79.00%,Android 4.3.x 以上,47.63MB,2018年03月26日,5.13.0
网上购物-商城-团购-优惠-全球导购,一淘,5127,淘宝（中国）软件有限公司,1302.1万,90.00%,Android 4.0.3 以上,21.45MB,2018年04月04日,8.4.2
网上购物-全球导购,淘宝Lite,39,淘宝（中国）软件有限公司,138.3万,80.00%,Android 4.0.2 以上,29.23MB,2017年11月17日,4.1.4
网上购物-优惠-全球导购,网易考拉海购,441,杭州优买科技有限公司,1122.8万,96.00%,Android 4.1.x 以上,35.26MB,2018年03月23日,3.13.1
网上购物-全球导购,花生日记,1388,广州花生日记网络科技有限公司,32.3万,98.00%,Android 4.0.3 以上,11.41MB,2018年03月27日,2.3.0
网上购物-全球导购,淘宝联盟,632,淘宝网,274.8万,53.00%,Android 4.1.x 以上,20.95MB,2018年02月05日,5.5.1
网上购物-全球导购,环球捕手,-1,杭州智品文化创意有限公司,11.9万,暂无,Android 4.1.x 以上,25.96MB,2018年04月03日,3.2.0
网上购物-全球导购,男衣库,648,深圳男衣库科技有限公司,90.8万,99.00%,Android 4.1.x 以上,27.73MB,2018年03月30日,3.0.26
网上购物-全球导购,会过VIP,4,武汉会过科技有限公司,3.5万,50.00%,Android 4.1.x 以上,11.84MB,2018年04月03日,2.8.0
网上购物-全球导购,易物网,1,前海易物（深圳）电子商务有限公司,40.9万,暂无,Android 4.1.x 以上,10.07MB,2017年08月07日,2.9.2
网上购物-全球导购,浪潮电子商务,0,,8.7万,暂无,Android 2.2.x 以上,3.58MB,2015年05月19日,1.3.8_wf_z
网上购物-全球导购,别样,0,上海别样秀数据科技有限公司,6.7万,暂无,Android 4.1.x 以上,12.07MB,2018年04月04日,1.36.0
网上购物-全球导购,毒物,1,格物致诚（北京）信息技术有限公司,11.9万,暂无,Android 3.1.0 以上,24.23MB,2017年12月27日,1.4.1
网上购物-全球导购,慢慢买比价购物助手,11,余姚市上易网络有限公司,13.5万,80.00%,Android 2.3.2 以上,11.53MB,2018年04月10日,2.9.5
网上购物-全球导购,豌豆公主,152,北京良市无际科技有限公司,29.7万,94.00%,Android 4.1.x 以上,31.05MB,2018年03月29日,5.1.0
网上购物-全球导购,东家,4,杭州有朋网络技术有限公司,80.3万,45.00%,Android 4.3.x 以上,23.11MB,2018年03月20日,4.5.20
网上购物-全球导购,火球买手,855,杭州火球科技有限公司,13.8万,100.00%,Android 4.1.x 以上,11.96MB,2018年03月19日,5.3.0
网上购物-全球导购,男人帮,1,厦门男人网信息技术有限公司,2.8万,100.00%,Android 4.0.3 以上,13.99MB,2018年01月10日,1.7.0
网上购物-全球导购,乐天免税店,5,乐天免税店,101万,42.00%,Android 4.1.x 以上,2.42MB,2017年07月12日,5.3
网上购物-商城-优惠-全球导购,洋码头,209,上海洋码头网络技术有限公司,87.2万,82.00%,Android 4.1.x 以上,36.6MB,2018年04月03日,5.1.0
网上购物-全球导购,喵喵折,2,北京喵喵物语科技有限公司,3.2万,100.00%,Android 4.0.2 以上,20.86MB,2018年03月15日,1.2.3
网上购物-全球导购,泡泡手游,0,武汉数游信息技术有限公司,46.4万,暂无,Android 4.1.x 以上,10.12MB,2017年08月24日,1.2.3
网上购物-全球导购,良仓,56,北京良仓文化传播有限公司,43.1万,95.00%,Android 4.0.2 以上,16.67MB,2018年02月06日,3.7.0
网上购物-全球导购,洋葱海外仓,-1,广州市两棵树网络科技有限公司,2.8万,100.00%,Android 4.1.x 以上,68.26MB,2018年04月03日,3.3.5
网上购物-全球导购,乐天免税店,4,乐天游乐购咨询（北京）有限公司,1.9万,100.00%,Android 4.1.x 以上,18.61MB,2017年12月28日,6.0
网上购物-全球导购,凹凹啦美妆,2,任月强,5.3万,100.00%,Android 4.0.2 以上,8.08MB,2016年05月11日,2.0.3
网上购物-全球导购,i免税海外购,0,深圳市国有免税商品（集团）有限公司,2.3万,暂无,Android 4.1.x 以上,23.98MB,2018年03月26日,1.1.4
网上购物-全球导购,悦惠,0,杭州贩梦科技有限公司,4155,暂无,Android 4.0.2 以上,6.32MB,2018年04月04日,1.0.16
网上购物-全球导购,腾讯儿童手表,0,深圳佩奇数码科技有限公司,3.4万,暂无,Android 3.0.0 以上,19.89MB,2017年09月09日,1.5.5
网上购物-全球导购,优品快报,1,成都网悦时代科技有限公司,9750,100.00%,Android 4.4.4 以上,15.84MB,2018年03月01日,1.2.8
网上购物-全球导购,苏宁推客,2,苏宁云商集团股份有限公司,5.1万,100.00%,Android 4.2.x 以上,19.8MB,2018年04月10日,3.5.2
网上购物-全球导购,有调,3,数智云科技（北京）有限公司,7.9万,80.00%,Android 4.3.x 以上,30.84MB,2018年03月17日,3.9.19
网上购物-全球导购,批批网服装女装批发,2,广州市批来批往信息科技有限公司,8.5万,50.00%,Android 4.0.3 以上,46.16MB,2018年03月28日,v4.9.1
网上购物-全球导购,日上会员,0,,6660,暂无,Android 2.2.x 以上,3.55MB,2017年12月18日,1.0.9
网上购物-全球导购,奋斗在韩国,3,青岛韩华快讯网络传媒有限公司,6.4万,100.00%,Android 4.0.2 以上,14.57MB,2017年08月09日,2.7.7
网上购物-全球导购,新罗免税店,7,三星新罗商务服务（北京）有限公司,21万,暂无,Android 3.2.x 以上,16.34MB,2018年03月07日,9.17.0
网上购物-全球导购,有赞,5,杭州有赞科技有限公司,7.9万,暂无,Android 4.1.x 以上,7.78MB,2017年07月13日,2.1.2
网上购物-全球导购,NOTHING,0,杭州决简科技有限公司,4.7万,暂无,Android 4.1.x 以上,21.82MB,2018年04月02日,2.4.7
网上购物-全球导购,省医通,1,,2.9万,100.00%,Android 2.3.2 以上,11.12MB,2016年08月31日,1.1.1
网上购物-全球导购,比比宝,97,西安华景信息科技有限公司,26.7万,56.00%,Android 4.0.3 以上,17.9MB,2018年04月08日,5.0.0
网上购物-全球导购,红酒世界,9,深圳红酒世界网新媒体有限公司,1.5万,100.00%,Android 4.1.x 以上,6.42MB,2018年03月14日,5.0.5
网上购物-全球导购,ebay Shop,0,,4515,暂无,Android 2.2.x 以上,658.2KB,2016年09月02日,1.0.1
网上购物-全球导购,Alibaba B2B Trade App,1,钟国军,2.1万,暂无,Android 4.1.x 以上,29.22MB,2018年03月06日,6.2.0
网上购物-全球导购,惠首尔,234,惠韩（上海）国际贸易有限公司,135.8万,84.00%,Android 4.1.x 以上,12.29MB,2018年04月08日,2.2.9
网上购物-全球导购,91淘金,4041,珠海麒润网络科技有限公司,201.5万,98.00%,Android 2.2.x 以上,1.25MB,2017年08月02日,7.0.0
网上购物-全球导购,达令全球好货,134,北京橙明科技有限公司,241.2万,58.00%,Android 4.0.2 以上,9.3MB,2018年01月19日,6.0.0
网上购物-全球导购,波罗蜜日韩购,11,上海播乐网络科技有限公司,15.3万,70.00%,Android 4.1.x 以上,20.58MB,2018年02月06日,3.9.3
网上购物-全球导购,SEPHORA,1,丝芙兰（上海）化妆品销售有限公司,4.1万,暂无,Android 4.4.4 以上,53.68MB,2018年03月02日,5.2.20
网上购物-全球导购,穿针引线,4,深圳尚线科技有限公司,9.7万,48.00%,Android 4.0.2 以上,18.68MB,2017年11月01日,4.2.17
网上购物-全球导购,北美省钱快报,5,新月亮网络科技（北京）有限公司,16.4万,暂无,Android 4.0.3 以上,23.15MB,2018年04月04日,8.4.1_01
网上购物-全球导购,海狐海淘,428,杭州雷讯网络技术股份有限公司,347.7万,97.00%,Android 4.0.2 以上,9.38MB,2018年03月21日,4.22
网上购物-全球导购,HIGO,9,北京乐呵互动信息技术有限公司,31.5万,40.00%,Android 4.0.2 以上,31.37MB,2018年02月11日,7.2.2
网上购物-全球导购,辣品,3,青岛软媒网络科技有限公司,7.2万,50.00%,Android 4.0.2 以上,12.55MB,2018年03月21日,3.10
网上购物-全球导购,返钱宝宝,3,上海喆越金融信息服务有限公司,5.6万,67.00%,Android 4.1.x 以上,12.23MB,2018年01月22日,2.2.0
网上购物-全球导购,易百客,0,易百客租车,7605,暂无,Android 4.3.x 以上,9.68MB,2017年05月11日,1.1.7
网上购物-全球导购,路口,64,杭州铕人网络科技有限公司,37万,82.00%,Android 4.1.x 以上,10.07MB,2018年03月04日,3.9.5
网上购物-全球导购,苏宁广场,0,苏宁云商集团股份有限公司,3万,暂无,Android 4.0.3 以上,21.33MB,2018年01月22日,2.0.0
网上购物-全球导购,奇货,1,北京幂次元科技有限公司,3630,暂无,Android 4.0.2 以上,12.38MB,2016年06月27日,1.4.1
网上购物-全球导购,易订商城,0,北京易商通科技股份有限公司,3990,暂无,Android 4.4.4 以上,6.69MB,2018年01月18日,5.16
网上购物-全球导购,HiHZ,0,Google Play提供,1.2万,暂无,Android 4.0.2 以上,16MB,2017年11月16日,7.2
网上购物-全球导购,i丹尼斯,0,极点游戏,7515,暂无,Android 2.1.0 以上,3.39MB,2014年09月02日,1.0
网上购物-全球导购,教务助手,4,谭博颖,7.2万,48.00%,Android 2.3.2 以上,3.73MB,2015年12月22日,2.4.0
网上购物-全球导购,韩际新世界免税店,0,北京天宇创世科技有限公司,9630,暂无,Android 4.3.x 以上,11.18MB,2018年02月06日,1.0.10
网上购物-全球导购,宝健,1,宝健（中国）有限公司,1.1万,100.00%,Android 4.0.3 以上,7.36MB,2018年02月07日,1.64
网上购物-商城-全球导购,蜜淘全球购,18,北京海淘时代科技有限公司,53.4万,56.00%,Android 2.2.x 以上,10.49MB,2015年12月04日,5.4.2
网上购物-全球导购,手表之家,0,北京表之家信息技术有限公司,4.2万,暂无,Android 4.0.2 以上,2.54MB,2015年02月13日,1.1.0
网上购物-全球导购,华商E家,2,广州市卓创软件开发有限公司,4.6万,100.00%,Android 4.1.x 以上,21.77MB,2018年03月27日,4.4
网上购物-全球导购,淘宝开店教程,19,,11.3万,43.00%,Android 2.2.x 以上,2.89MB,2015年05月26日,2.46
网上购物-全球导购,淘圈微销宝,0,山东银软软件开发有限公司,3555,暂无,Android 2.3.2 以上,2.88MB,2017年07月03日,0.0.25
网上购物-全球导购,品多多,1,湖南旅盟网络科技有限公司,7680,暂无,Android 2.3.2 以上,11.13MB,2018年03月01日,2.3.4
网上购物-全球导购,韩国地图,0,上海韩巢信息科技有限公司,3.3万,暂无,Android 4.0.3 以上,32.99MB,2018年03月27日,1.2.2
网上购物-全球导购,海淘网,1,上海飞境信息科技有限公司,6.1万,暂无,Android 4.1.x 以上,4.37MB,2016年12月21日,2.3.2.29
网上购物-全球导购,男品街,11,中科院上海天文台/穆磊,30.3万,暂无,Android 2.1.0 以上,2.47MB,2014年09月02日,2.1
网上购物-全球导购,小红书返利,-1,曲靖市麒麟区良旭商贸有限公司,5175,暂无,Android 2.3.2 以上,11.46MB,2018年01月02日,1.7.2
网上购物-全球导购,LIFE,1454,上海萌萃信息科技有限公司,61.2万,100.00%,Android 4.0.3 以上,7.53MB,2017年02月16日,3.0.1
网上购物-全球导购,花海仓,22,唯品会(珠海)电子商务有限公司,6.1万,60.00%,Android 4.0.2 以上,17.53MB,2018年04月04日,5.2.0
网上购物-全球导购,离岛免税,0,中免集团三亚市内免税店有限公司,1万,暂无,Android 4.0.2 以上,32.76MB,2017年11月23日,3.2.4
网上购物-全球导购,韩国地图,1,青岛韩华快讯网络传媒有限公司,3.3万,暂无,Android 4.4.4 以上,32.68MB,2018年01月16日,2.1.0
网上购物-全球导购,酷价,0,惠博（天津）科技有限公司,1095,暂无,Android 4.1.x 以上,8.93MB,2017年12月27日,1.8.0
网上购物-全球导购,会过,2,壹鑫通科技发展有限公司,9585,暂无,Android 2.2.x 以上,4.06MB,2014年11月20日,1.2
网上购物-全球导购,侍魂4,0,,8790,暂无,Android 4.0.2 以上,29.77MB,2016年08月25日,1.0
网上购物-全球导购,客户达开店,7,深圳市客户达科技有限公司,5.8万,100.00%,Android 4.0.2 以上,12.36MB,2018年03月19日,2.93
网上购物-全球导购,会买,23,深圳马六甲网络科技有限公司,5.6万,88.00%,Android 4.4.4 以上,9.9MB,2018年01月09日,1.6.2
网上购物-全球导购,美购,44,上海淘玺电子商务有限公司,16.8万,100.00%,Android 3.0.0 以上,17.7MB,2017年10月17日,4.0.0
网上购物-全球导购,云教材,0,北京智启蓝墨信息技术有限公司,4065,暂无,Android 4.0.2 以上,27.43MB,2017年08月03日,2.2.1
网上购物-全球导购,WANTS好物,0,呼朋科技（北京）有限公司,4590,暂无,Android 4.2.x 以上,17.33MB,2018年01月09日,2.3.2
网上购物-全球导购,小世界,8,杭州嘉洁网络科技有限公司,128.9万,45.00%,Android 4.0.3 以上,10.34MB,2018年01月22日,1.7.8.0
网上购物-全球导购,一淘火眼,103,淘宝（中国）软件有限公司,53.9万,48.00%,Android 2.2.x 以上,9.65MB,2015年01月31日,1.7.8
网上购物-全球导购,易商通,0,易商通,7140,暂无,Android 4.1.x 以上,8.79MB,2015年04月24日,6.0204
网上购物-全球导购,ASOS 中国,2,,1.6万,暂无,Android 4.0.2 以上,25.62MB,2015年11月21日,1.0.0
网上购物-全球导购,小够社区,0,建德小够网络科技有限公司,3030,暂无,Android 4.1.x 以上,27.11MB,2018年04月09日,2.6.8.04012087
网上购物-全球导购,Restocks,0,Google Play提供,825,暂无,Android 4.1.x 以上,18.09MB,2018年02月22日,3.2.1
网上购物-全球导购,丰趣海淘,45,上海牵趣网络科技有限公司,30.1万,88.00%,Android 4.0.2 以上,15.02MB,2018年01月09日,4.9.5
网上购物-全球导购,OFashion迷橙,2,玫瑰视界（北京）网络科技有限公司,7万,100.00%,Android 4.4.4 以上,29.83MB,2018年04月02日,5.1.0
网上购物-全球导购,SHOPBOP,0,来自互联网,1.5万,暂无,Android 4.2.x 以上,6.05MB,2017年11月27日,2.1.12-google
网上购物-全球导购,西集全球购,2,北京众嘉禾励科技有限公司,6.2万,50.00%,Android 4.1.x 以上,12.64MB,2018年03月31日,4.6.1
网上购物-全球导购,网易美学,1,网易,6.7万,100.00%,Android 4.0.2 以上,21.4MB,2018年01月25日,1.5.8
网上购物-全球导购,中捷代购,1,北京豪钥科技有限公司,3.6万,100.00%,Android 4.0.3 以上,28.73MB,2018年04月04日,4.4.0
网上购物-全球导购,网上车市,0,枞树（北京）科技有限公司,1.2万,暂无,Android 4.1.x 以上,11.01MB,2018年03月19日,5.0.9
网上购物-全球导购,嘣嘣怦怦邮箱,6,GRANDMASTER SOFTWARE,4.9万,50.00%,Android 4.0.2 以上,18.61MB,2017年02月18日,4.2.2
网上购物-全球导购,车镇车源,0,深圳市易车合创科技有限公司,7335,暂无,Android 4.0.2 以上,18.93MB,2018年04月09日,4.8.0
网上购物-全球导购,海淘,3,广州浩讯信息技术有限公司,5.3万,暂无,Android 4.1.x 以上,16.76MB,2018年03月21日,3.7.2
网上购物-全球导购,北京市公共自行车,1,能仁科技（北京）有限公司,1.6万,暂无,Android 4.1.x 以上,11.54MB,2017年08月18日,2.0.1
网上购物-全球导购,合肥轨道,0,合肥城市轨道交通有限公司,2055,暂无,Android 4.4.4 以上,24.8MB,2017年12月22日,V2.0.9
网上购物-全球导购,云购全球,26,山西云购电子商务有限公司,39.5万,10.00%,Android 4.0.2 以上,9.55MB,2017年08月21日,2.7.1
网上购物-全球导购,55海淘,113,五五海淘（上海）科技股份有限公司,31.9万,50.00%,Android 4.2.x 以上,17.88MB,2018年01月30日,2.11.2
网上购物-全球导购,passport,5,无印良品（上海）商业有限公司,7.1万,48.00%,Android 4.1.x 以上,16.2MB,2018年01月19日,1.6.0
网上购物-全球导购,人人利,4,人人利网络科技（深圳）有限公司,2160,暂无,Android 4.0.3 以上,4.4MB,2018年04月09日,3.0.35
网上购物-全球导购,灵山家园网,0,南京魔苹网络科技有限公司,3180,暂无,Android 4.1.x 以上,35.05MB,2017年11月21日,4.2.1
网上购物-全球导购,店管家,1,上海劲牛信息技术有限公司,4830,100.00%,Android 4.0.3 以上,12.92MB,2018年02月24日,3.1.0
网上购物-全球导购,潮库,1,广州潮库信息科技有限公司,8820,50.00%,Android 4.0.3 以上,25.49MB,2017年06月13日,2.0.5
网上购物-全球导购,侍魂5,0,,653,暂无,Android 2.3.2 以上,96.01MB,2016年12月17日,1.74
网上购物-全球导购,网购淘实惠,1,北京淘实惠信息科技有限公司,8010,暂无,Android 2.3.2 以上,5.92MB,2018年01月26日,3.1.18
网上购物-全球导购,淘返利,31,焦作市讯腾网络技术有限公司,1.8万,54.00%,Android 4.0.3 以上,10.31MB,2018年03月19日,2.8.4
网上购物-全球导购,洋码头海外购,16,上海洋码头网络技术有限公司,42.5万,暂无,Android 2.3.2 以上,2.92MB,2015年08月23日,1.3.0
网上购物-全球导购,搜狗海淘,1,北京搜狗科技发展有限公司,5.6万,暂无,Android 4.1.x 以上,6.88MB,2017年12月21日,1.2.3
网上购物-全球导购,丝芙兰,1,丝芙兰（上海）化妆品销售有限公司,1.5万,暂无,Android 2.2.x 以上,5.58MB,2014年09月02日,2.9
网上购物-全球导购,搜布,0,宁波搜布信息科技有限公司,4.5万,暂无,Android 4.0.3 以上,24.5MB,2018年03月26日,7.1.0
网上购物-全球导购,无印良品,3,,3.6万,暂无,Android 2.1.0 以上,4.3MB,2014年09月15日,1.0
网上购物-全球导购,童装货源,0,成都星购途信息技术有限公司,1080,暂无,Android 4.2.x 以上,19.02MB,2017年12月08日,2.0.0
网上购物-全球导购,韩国中文地图,0,,8205,暂无,Android 2.2.x 以上,1.32MB,2015年12月09日,1.0
网上购物-全球导购,趣搭试衣,6,上海趣搭科技网络有限公司,8.5万,暂无,Android 4.1.x 以上,39.28MB,2017年05月19日,3.26
网上购物-全球导购,比比鲸,5,成都比比网络信息技术有限公司,975,100.00%,Android 4.0.2 以上,60.61MB,2018年04月10日,4.2.8
网上购物-全球导购,Amazon Seller,0,来自1mobile,4080,暂无,Android 4.0.2 以上,7.96MB,2016年09月23日,3.6.1
网上购物-全球导购,美囤妈妈,0,美囤妈妈（上海）电子商务有限公司,2.9万,暂无,Android 4.1.x 以上,20.77MB,2018年03月22日,2.1.9
网上购物-全球导购,侍魂1(纯净版),0,,7965,暂无,Android 2.1.0 以上,16.8MB,2016年09月03日,3.1
网上购物-全球导购,格知GUECHI,3,上海宝壳寺网络科技有限公司,4.1万,暂无,Android 4.2.x 以上,16.7MB,2016年07月08日,3.0.2
网上购物-全球导购,奥买家全球购,3,广东奥园奥买家电子商务有限公司,6.5万,48.00%,Android 4.1.x 以上,20.81MB,2018年03月21日,3.3.2
网上购物-全球导购,全球购,2,北京极美国际科技有限公司,2万,暂无,Android 4.1.x 以上,8.76MB,2016年01月18日,2.2.0
网上购物-全球导购,ELLEplus,0,北京必尔得广告有限公司,6660,暂无,Android 4.0.2 以上,22.43MB,2017年12月27日,4.2.6
网上购物-全球导购,男装品牌搭配,0,苏州联娱网络科技有限公司,5505,暂无,Android 2.2.x 以上,2.29MB,2015年07月14日,1.0.6
网上购物-全球导购,时尚图书馆,0,杨晓燕,9285,暂无,Android 2.3.2 以上,20.38MB,2017年06月14日,2.1.0
网上购物-全球导购,明盛点购,3,通付宝网络技术有限公司,1.5万,暂无,Android 4.1.x 以上,32.55MB,2018年02月22日,4.2.1
网上购物-全球导购,中国制造网采购商版,0,焦点科技股份有限公司,6690,暂无,Android 4.0.3 以上,12.99MB,2018年03月30日,4.05.00
网上购物-全球导购,铜陵论坛,0,安徽易购传媒有限公司,3765,暂无,Android 4.0.2 以上,23.47MB,2017年11月17日,1.1
网上购物-全球导购,非凡学习,0,凡学（上海）教育科技有限公司,1.6万,暂无,Android 4.1.x 以上,31.02MB,2017年12月19日,1.8.0
网上购物-全球导购,走秀奢侈品,3,深圳走秀网络科技有限公司,10.2万,67.00%,Android 4.1.x 以上,23.55MB,2018年02月02日,5.9.1
网上购物-全球导购,流行时尚交流,-2,来自互联网,1.2万,暂无,Android 2.3.7 以上,5.52MB,2015年02月04日,2.32g
网上购物-全球导购,极果,1,北京极智飞扬科技有限公司,6510,100.00%,Android 4.4.4 以上,6.89MB,2018年04月10日,2.5.3
网上购物-全球导购,innersect,30,礼高文化传播（上海）有限公司,3195,100.00%,Android 4.3.x 以上,23.88MB,2018年03月22日,1.7.3
网上购物-全球导购,掌上天津,14,天津浩洋环宇科技有限公司,7.6万,暂无,Android 4.1.x 以上,31.65MB,2017年09月14日,4.9.10
网上购物-全球导购,全球代购网,0,,1185,暂无,Android 2.2.x 以上,5.59MB,2016年08月20日,4.1.0
网上购物-全球导购,男神,0,上海弈万网络科技有限公司,2610,暂无,Android 4.0.2 以上,5.78MB,2017年05月02日,1.3.0
网上购物-全球导购,VOGUE MINI,1,北京风华创想网络有限公司,2.2万,暂无,Android 4.1.x 以上,21.64MB,2018年03月30日,5.1.4
网上购物-全球导购,掌上天津,14,天津浩洋环宇科技有限公司,7.6万,暂无,Android 4.1.x 以上,31.65MB,2017年09月14日,4.9.10
网上购物-全球导购,秘卷,0,,1515,暂无,Android 4.0.3 以上,3.37MB,2015年12月17日,0.9.1
网上购物-全球导购,男人说,0,北京男人时空网络科技有限公司,2415,暂无,Android 2.3.2 以上,8.28MB,2017年05月31日,1.1.0
网上购物-全球导购,17Track新版,1,来自Google Play,2.4万,100.00%,Android 4.0.3 以上,13.27MB,2018年03月18日,3.1.880
网上购物-全球导购,PowerSchool Mobile,1,PowerSchool Group LLC,4320,100.00%,Android 4.0.2 以上,14.94MB,2017年03月16日,1.1.5
网上购物-全球导购,易物研选,422,广州易物研选网络科技有限公司,41.2万,100.00%,Android 4.3.x 以上,23.9MB,2018年02月01日,5.0.4
网上购物-全球导购,放心购,2,贵州德樽网络科技有限公司,582,100.00%,Android 4.4.4 以上,15.42MB,2018年03月19日,1.3.0
网上购物-全球导购,1626潮享购,14,广州市新元维讯广告传播有限公司,4.5万,暂无,Android 2.3.7 以上,12.66MB,2017年04月12日,3.6
网上购物-全球导购,上品折扣,1,北京市上品商业发展有限责任公司,2610,100.00%,Android 4.0.3 以上,22.09MB,2018年03月29日,1.2.4
网上购物-全球导购,男人街,-2,男人街,4.2万,暂无,Android 2.1.0 以上,2.78MB,2014年09月02日,3.0
网上购物-全球导购,瓦拉淘,0,深圳市瓦拉网络技术有限公司,1.3万,暂无,Android 4.0.3 以上,9.3MB,2016年12月02日,2.3.1
网上购物-全球导购,Hai360海外购,21,深圳市淘海科技有限公司,7.8万,83.00%,Android 4.0.2 以上,4.29MB,2016年06月22日,2.73
网上购物-全球导购,人人砍价,0,广州微赢购投资管理有限公司,255,暂无,Android 4.1.x 以上,12.52MB,2018年03月05日,1.4.0
网上购物-全球导购,WannaFit,2,深圳市艾普科技有限公司,1215,暂无,Android 4.3.x 以上,7.67MB,2017年07月05日,2.7.9
网上购物-全球导购,Beautylish,1,,2940,暂无,Android 2.2.x 以上,4.86MB,2016年08月28日,2.1.1
网上购物-全球导购,时尚搭配,4,来自互联网,4.3万,100.00%,Android 4.1.x 以上,20.05MB,2017年02月19日,3.7.10.0
网上购物-全球导购,Ebay搜索,-2,manuel86livo,9.7万,暂无,Android 2.3.2 以上,349.61KB,2014年09月02日,1.01
网上购物-全球导购,省钱日报,290,上海升霸网络科技有限公司,34.4万,100.00%,Android 4.0.2 以上,13.31MB,2017年09月05日,4.0.5
网上购物-全球导购,AzoyaClub,1,正雅（深圳）网络信息技术有限公司,2475,100.00%,Android 4.1.x 以上,11.4MB,2018年04月03日,2.0.0
网上购物-全球导购,私蜜搭,405,威旭网络科技（上海）有限公司,11.7万,100.00%,Android 4.0.3 以上,21.75MB,2017年03月16日,2.2.8
网上购物-全球导购,格格家,96,浙江格家网络技术有限公司,23.2万,100.00%,Android 4.1.x 以上,17.97MB,2017年11月07日,3.81
网上购物-全球导购,eBay助手,0,李剑源,9525,暂无,Android 2.1.0 以上,1.83MB,2014年09月20日,1.0
网上购物-全球导购,eBay Classifieds,2,eBay Classifieds Group,2.4万,100.00%,Android 2.3.7 以上,3.85MB,2015年06月11日,1.7.0
网上购物-全球导购,珍品网,3,北京良物珍品电子商务有限公司,5.5万,暂无,Android 4.1.x 以上,24.73MB,2018年04月02日,4.1
网上购物-全球导购,9块9包邮,0,杨悦,345,暂无,Android 2.2.x 以上,603.52KB,2015年06月02日,4.2
网上购物-全球导购,童装批发网,0,杭州会搜科技有限公司,1.6万,暂无,Android 2.2.x 以上,1.54MB,2015年03月03日,1.0.4
网上购物-全球导购,珍品网,3,北京良物珍品电子商务有限公司,5.5万,暂无,Android 4.1.x 以上,24.73MB,2018年04月02日,4.1
网上购物-全球导购,网络医院,2,飞雕电器集团公司,2万,50.00%,Android 4.0.3 以上,17.27MB,2017年08月23日,v3.6.5.4
网上购物-全球导购,侍魂,0,,5190,暂无,Android 4.0.2 以上,16.42MB,2016年08月25日,1.0
网上购物-全球导购,海淘贝,0,济南贝美信息技术有限公司,1049,暂无,Android 2.3.2 以上,16.21MB,2018年03月05日,3.8.3
网上购物-全球导购,我在哪儿,2,NUUA INC.,2万,暂无,Android 3.0.0 以上,25.74MB,2017年04月15日,1.9.5
网上购物-全球导购,丹尼斯百货,0,,1425,暂无,Android 3.2.x 以上,20.72MB,2015年12月30日,1.1.3
网上购物-全球导购,明明分享,0,安徽千亿网络科技有限公司,705,暂无,Android 2.2.x 以上,2.76MB,2017年08月08日,1.0
网上购物-全球导购,好买手,0,山东好买手电子商务有限公司,2340,暂无,Android 2.3.2 以上,10.83MB,2017年06月20日,6.5.3
网上购物-全球导购,湖北高速ETC,0,湖北省高速公路联网收费中心,3660,暂无,Android 4.0.3 以上,17.41MB,2017年08月14日,2.2
网上购物-全球导购,天天网,105,北京天天美尚信息科技股份有限公司,32.6万,50.00%,Android 4.0.2 以上,17.77MB,2017年05月08日,3.2.9
网上购物-全球导购,待着,9,北京名仕优翔国际旅行股份有限公司,19万,100.00%,Android 4.0.2 以上,20.21MB,2015年12月10日,2.2
网上购物-全球导购,折趣Pro,208,杭州点云信息技术有限公司,173.9万,45.00%,Android 2.2.x 以上,10.08MB,2016年11月09日,2.5.1
网上购物-全球导购,义乌饰品,4,石永康,1.4万,暂无,Android 3.0.0 以上,1.03MB,2015年10月31日,1.5
