,链接,章节主题
596,https://www.freexs.org/novel/0/896/32769939.html,"第三十六集 海神斗罗 第二百四十六章 进化十万年,唐三的第五魂环"
597,https://www.freexs.org/novel/0/896/32769940.html,第二百四十七章 海龙斗罗
598,https://www.freexs.org/novel/0/896/32769941.html,"第二百四十八章 控鹤擒龙,昊天飞锤"
599,https://www.freexs.org/novel/0/896/32769942.html,"第二百四十九章 第六考,海神斗罗的攻击"
600,https://www.freexs.org/novel/0/896/32769943.html,"第二百五十章 海神斗罗,无限接近于神的实力"
601,https://www.freexs.org/novel/0/896/32769944.html,"第二百五十一章 借势过关,冲破,第六考"
602,https://www.freexs.org/novel/0/896/32769945.html,"第二百五十二章 海神神诋,成神之路"
603,https://www.freexs.org/novel/0/896/32769946.html,"第三十七集 海神三叉戟 第二百五十三章 拔出,神器,海神的三叉戟"
604,https://www.freexs.org/novel/0/896/32769947.html,"第二百五十四章 海神三叉戟,重十万八千斤"
605,https://www.freexs.org/novel/0/896/32769948.html,第二百五十五章 四年来的收获与分别
606,https://www.freexs.org/novel/0/896/32769949.html,第二百五十六章 武魂帝国
607,https://www.freexs.org/novel/0/896/32769950.html,第二百五十七章 海神三叉戟之威
608,https://www.freexs.org/novel/0/896/32769951.html,"第二百五十八章 再现,杀戮之王"
609,https://www.freexs.org/novel/0/896/32769952.html,第二百五十九章 杀戮之王?曾祖?
610,https://www.freexs.org/novel/0/896/32769953.html,第三十八集 复活吧!我的爱人 第二百六十章 两大神兽的危机
611,https://www.freexs.org/novel/0/896/32769954.html,第二百六十一章 唐三与比比东的第一次交手
612,https://www.freexs.org/novel/0/896/32769955.html,"第二百六十二章 海神的技能,黄金十三戟(高潮,求月票)"
613,https://www.freexs.org/novel/0/896/32769956.html,"第二百六十三章 献祭!森林之王,唐三九环"
614,https://www.freexs.org/novel/0/896/32769957.html,"第二百六十四章 复活之地,落日森林"
615,https://www.freexs.org/novel/0/896/32769958.html,"第二百六十五章 复活吧,我的爱人"
616,https://www.freexs.org/novel/0/896/32769959.html,"第二百六十六章 蓝银领域之终极进化,海纳百川"
617,https://www.freexs.org/novel/0/896/32769960.html,第三十九集 重返昊天 第二百六十七章 送上门来的大礼
618,https://www.freexs.org/novel/0/896/32769961.html,第二百六十八章 铁汉柔情
619,https://www.freexs.org/novel/0/896/32769962.html,第二百六十九章 重返昊天宗
620,https://www.freexs.org/novel/0/896/32769963.html,第二百七十章 泰坦苍穹破与天青迟钝神爪
621,https://www.freexs.org/novel/0/896/32769964.html,"第二百七十一章 宗门首席,昊天令"
622,https://www.freexs.org/novel/0/896/32769965.html,"第二百七十二章 神匠遗物,绝世暗器"
623,https://www.freexs.org/novel/0/896/32769966.html,"第二百七十三章 唐家军,九十三级,帝师"
624,https://www.freexs.org/novel/0/896/32769967.html,第四十集 大战初始 第二百七十四章 天斗大军
625,https://www.freexs.org/novel/0/896/32769968.html,"第二百七十五章 七怪,守护,补给线"
626,https://www.freexs.org/novel/0/896/32769969.html,第二百七十六章 唐三的第九魂技
627,https://www.freexs.org/novel/0/896/32769970.html,第二百七十七章 天青寂灭雷霆
628,https://www.freexs.org/novel/0/896/32769971.html,"第二百七十八章 再战比比东,唐家军初显威(绝对高潮求月票)"
629,https://www.freexs.org/novel/0/896/32769972.html,第二百七十九章 紫极魔瞳之修罗魔光
630,https://www.freexs.org/novel/0/896/32769973.html,第二百八十章 计定总攻
631,https://www.freexs.org/novel/0/896/32769974.html,第四十一集 血战嘉陵关 第二百八十一章 一个人的战场
632,https://www.freexs.org/novel/0/896/32769975.html,"第二百八十二章 唐门绝顶,佛怒唐莲"
633,https://www.freexs.org/novel/0/896/32769976.html,"第二百八十三章 六大供奉,巅峰斗罗"
634,https://www.freexs.org/novel/0/896/32769977.html,"第二百八十四章 击溃,九十六级的供奉兄弟"
635,https://www.freexs.org/novel/0/896/32769978.html,"第二百八十五章 真正的昊天锤,完全状态的昊天斗罗"
636,https://www.freexs.org/novel/0/896/32769979.html,"弟二百八十六章 昊天宗神技,大须弥锤"
637,https://www.freexs.org/novel/0/896/32769980.html,"第二百八十七章 天使第九考,传承神诋"
638,https://www.freexs.org/novel/0/896/32769981.html,第四十二集 天使之神 第二百八十八章 邪神附体之暗魔邪神虎
639,https://www.freexs.org/novel/0/896/32769982.html,第二百八十九章 聪明绝顶的超级魂兽
640,https://www.freexs.org/novel/0/896/32769983.html,"第二百九十章 返老还童之战,昊天锤第四魂环"
641,https://www.freexs.org/novel/0/896/32769984.html,"第二百九十一章 神级进化,八蛛矛"
642,https://www.freexs.org/novel/0/896/32769985.html,第二百九十二章 九万年!千钧蚁皇三兄弟
643,https://www.freexs.org/novel/0/896/32769986.html,"第二百九十三章 昆虫魂兽的克星,神级八蛛矛"
644,https://www.freexs.org/novel/0/896/32769987.html,"第二百九十四章 宁为玉碎,不为瓦全"
645,https://www.freexs.org/novel/0/896/32769988.html,第四十三集 唐三战天使 第二百九十五章 神级天使第一战
646,https://www.freexs.org/novel/0/896/32769989.html,"第二百九十六章 第十魂环,神级魂环"
647,https://www.freexs.org/novel/0/896/32769990.html,第二百九十七章 大须弥锤之奥义:炸环
648,https://www.freexs.org/novel/0/896/32769991.html,"第二百九十八章 绝对压制,大须弥昊天锤"
649,https://www.freexs.org/novel/0/896/32769992.html,"第二百九十九章 唐门第一,观音有泪"
650,https://www.freexs.org/novel/0/896/32769993.html,第三百章 太阳圣剑
651,https://www.freexs.org/novel/0/896/32769994.html,第三百零一章 大地中的神级追杀
652,https://www.freexs.org/novel/0/896/32769995.html,第四十四集 百万年魂环 第三百零二章 海神降临
653,https://www.freexs.org/novel/0/896/32769996.html,"第三百零三章 目标,深海魔鲸王"
654,https://www.freexs.org/novel/0/896/32769997.html,第三百零四章 战斗吧!深海魔鲸王
655,https://www.freexs.org/novel/0/896/32769998.html,"第三百零五章 一线之差的神,百万年魂兽"
656,https://www.freexs.org/novel/0/896/32769999.html,第三百零六章 唐三VS深海魔鲸王
657,https://www.freexs.org/novel/0/896/32770000.html,"第三百零七章 灭杀魔鲸王,变异的杀神领域"
658,https://www.freexs.org/novel/0/896/32770001.html,第三百零八章 百万年魂环与百万年魂骨
659,https://www.freexs.org/novel/0/896/32770002.html,第四十五集 海神传承 第三百零九章 深海魔鲸王脑袋里的宝贝
660,https://www.freexs.org/novel/0/896/32770003.html,"第三百一十章 两个传承选择,海神还是修罗神?"
661,https://www.freexs.org/novel/0/896/32770004.html,"第三百一十一章 传承开始,献祭,海神斗罗"
662,https://www.freexs.org/novel/0/896/32770005.html,第三百一十二章 海神与修罗神
663,https://www.freexs.org/novel/0/896/32770006.html,"第三百一十三章 魂骨剥离,海神八翼"
664,https://www.freexs.org/novel/0/896/32770007.html,"第三百一十四章 爱之一字,心灵感应的救赎"
665,https://www.freexs.org/novel/0/896/32770008.html,"第三百一十五章 唐三:我的处男身只给小舞,海神神装"
666,https://www.freexs.org/novel/0/896/32770009.html,第四十六集 海神唐三 第三百一十六章 海神唐三
667,https://www.freexs.org/novel/0/896/32770010.html,第三百一十七章 海神VS天使神
668,https://www.freexs.org/novel/0/896/32770011.html,第三百一十八章 碧波、海神、无尽蔚蓝
669,https://www.freexs.org/novel/0/896/32770012.html,第三百一十九章 食神与九彩神女
670,https://www.freexs.org/novel/0/896/32770013.html,第三百二十章 七怪封号与复苏的修罗神之力
671,https://www.freexs.org/novel/0/896/32770014.html,"第三百二十一章 小舞的选择,魔剑入体"
672,https://www.freexs.org/novel/0/896/32770015.html,"第三百二十二章 嘉陵关,双神降临"
673,https://www.freexs.org/novel/0/896/32770016.html,"第四十七集 天使罗刹 第三百二十三章 绝世双神,决战万米之上"
674,https://www.freexs.org/novel/0/896/32770017.html,"第三百二十四章 超级版融合技,幽冥白虎"
675,https://www.freexs.org/novel/0/896/32770018.html,"第三百二十五章 六怪发威,兵临城下"
676,https://www.freexs.org/novel/0/896/32770019.html,第三百二十六章 九宝无敌神光
677,https://www.freexs.org/novel/0/896/32770020.html,第三百二十七章 满城尽是绿幽幽
678,https://www.freexs.org/novel/0/896/32770021.html,第三百二十八章 太阳天使
679,https://www.freexs.org/novel/0/896/32770022.html,第三百二十九章 罗刹神现
680,https://www.freexs.org/novel/0/896/32770023.html,第四十八集 完美融合(大结局)第三百三十章 天使与罗刹
681,https://www.freexs.org/novel/0/896/32770024.html,第三百三十一章 海神陨落(求月票)
682,https://www.freexs.org/novel/0/896/32770025.html,第三百三十二章 完美融合之复活神光
683,https://www.freexs.org/novel/0/896/32770026.html,"第二百三十三章 神魂归位,海神归来"
684,https://www.freexs.org/novel/0/896/32770027.html,第二百三十四章 最终决战
685,https://www.freexs.org/novel/0/896/32770028.html,第二百三十五章 完美融合之双神战双神
686,https://www.freexs.org/novel/0/896/32770029.html,"第二百三十六章 大结局,最后一个条件(全书完)"
