age,gender,income,rfm_score,response
35,0,44420,8.026,0
47,1,61883,8.029,1
42,1,46633,8.029,1
42,1,46633,8.029,0
31,0,46142,8.029,0
31,0,46142,8.029,0
47,0,70257,8.032,1
56,1,67079,8.032,1
47,1,51738,8.032,0
29,0,34868,8.032,0
34,0,31015,8.032,0
27,0,18792,8.032,0
27,0,18792,8.032,1
32,1,68207,8.036,1
41,1,50749,8.037,0
32,0,54383,8.039,0
45,1,38030,8.039,0
32,1,52797,8.046,0
48,1,39297,8.046,0
31,1,52508,8.049,1
58,1,48640,8.049,1
57,1,48592,8.049,0
57,1,48592,8.049,0
37,0,47971,8.049,0
46,0,46560,8.049,0
46,0,46560,8.049,0
59,1,34075,8.049,0
43,0,28583,8.049,0
63,0,26224,8.049,0
68,1,26090,8.049,0
43,0,19934,8.049,0
46,0,31347,8.05,0
46,0,31347,8.05,0
41,1,38164,8.052,0
71,0,34766,8.052,0
71,0,34766,8.052,0
31,0,41603,8.053,0
43,0,42677,8.056,0
28,1,42376,8.056,0
33,1,42176,8.056,0
38,1,52232,8.059,0
38,1,52232,8.059,0
39,1,33905,8.062,0
39,1,33905,8.062,0
39,0,55343,8.066,0
45,1,54448,8.066,0
18,0,51473,8.066,0
18,0,51473,8.066,0
18,0,51473,8.066,0
25,0,45904,8.066,0
58,0,37494,8.066,0
28,0,34848,8.066,0
28,0,34848,8.066,0
44,1,31895,8.066,0
44,1,31895,8.066,0
18,0,28307,8.066,1
18,0,28307,8.066,0
52,1,25291,8.066,0
52,1,25291,8.066,0
46,0,41131,8.067,0
46,0,41131,8.067,0
41,1,49031,8.069,0
32,1,46623,8.069,0
32,1,46623,8.069,0
32,1,46623,8.069,0
34,0,32398,8.069,0
33,1,32203,8.072,0
38,1,27050,8.072,0
38,1,27050,8.072,0
57,1,75261,8.079,1
57,1,30006,8.079,0
45,1,69219,8.082,1
55,0,42507,8.082,0
55,0,42507,8.082,0
32,0,38810,8.082,0
18,1,33109,8.082,0
18,1,33109,8.082,0
35,1,54003,8.086,0
35,1,48302,8.089,1
35,1,48302,8.089,0
44,0,29874,8.089,0
46,1,51531,8.092,0
46,1,51531,8.092,0
47,0,51478,8.092,0
47,0,51478,8.092,0
27,0,41150,8.092,0
27,0,41150,8.092,0
22,0,49567,8.094,0
48,1,52215,8.097,0
56,0,55309,8.099,0
40,0,53176,8.099,0
34,1,41079,8.099,0
60,0,37980,8.099,0
60,0,37980,8.099,0
32,1,28220,8.099,0
34,0,26330,8.099,0
47,0,53625,8.103,0
34,0,54937,8.106,1
31,0,44375,8.107,0
50,1,65251,8.112,1
51,0,64731,8.112,1
66,1,38396,8.112,0
35,1,38245,8.112,0
37,1,58436,8.116,1
45,0,53306,8.116,0
34,0,51999,8.116,1
34,0,51999,8.116,0
31,1,41148,8.116,0
27,1,47984,8.117,0
37,1,47965,8.117,0
37,1,47965,8.117,0
37,1,47965,8.117,0
40,1,40977,8.119,0
14,0,35886,8.119,0
14,0,35886,8.119,0
33,1,70269,8.12,1
30,0,30077,8.12,1
30,0,30077,8.12,0
40,1,63233,8.122,1
30,1,48481,8.122,0
35,0,41908,8.122,0
20,1,36820,8.126,0
30,1,32375,8.126,0
36,1,48584,8.127,0
48,0,25111,8.127,0
23,0,23465,8.127,0
23,0,23465,8.127,0
37,1,23335,8.127,0
46,0,50087,8.13,0
37,1,41060,8.132,0
26,1,35922,8.132,0
38,0,31484,8.132,0
38,0,31484,8.132,0
25,1,23432,8.132,0
25,1,23432,8.132,0
25,1,23432,8.132,0
51,0,19878,8.132,0
32,0,49920,8.136,0
20,0,43882,8.136,0
44,0,55128,8.139,0
44,0,55128,8.139,0
22,0,44427,8.139,0
39,0,31333,8.14,0
39,0,31333,8.14,0
53,1,69570,8.146,1
24,0,42158,8.146,0
24,0,42158,8.146,0
51,1,42003,8.146,0
43,1,36752,8.146,0
43,1,36752,8.146,0
30,0,36326,8.146,0
30,0,36326,8.146,0
40,0,63965,8.149,1
34,1,56686,8.149,1
29,0,55331,8.149,0
42,1,54882,8.149,0
40,1,45655,8.149,0
36,0,42559,8.149,0
34,1,37250,8.149,0
36,1,49859,8.15,1
16,1,31393,8.152,0
32,0,28320,8.152,1
62,1,45409,8.153,1
36,1,64708,8.156,1
46,1,54874,8.156,0
32,0,44447,8.159,1
35,0,41977,8.159,0
48,0,47223,8.16,0
48,0,47223,8.16,0
43,1,44432,8.16,0
43,1,44432,8.16,0
47,1,69170,8.162,1
44,0,68937,8.162,1
30,1,54930,8.162,0
38,1,41083,8.162,0
38,1,41083,8.162,0
18,0,40974,8.162,0
31,1,39326,8.162,0
31,1,39326,8.162,0
31,1,39326,8.162,0
45,1,26126,8.162,0
45,1,26126,8.162,0
49,0,50768,8.163,0
42,1,55266,8.166,0
42,1,51941,8.166,0
42,1,51941,8.166,0
46,1,51677,8.166,0
46,1,51677,8.166,0
43,0,41350,8.166,0
32,0,39808,8.166,0
37,1,41085,8.167,0
37,1,41085,8.167,0
52,1,48302,8.169,0
52,1,48302,8.169,0
29,1,39898,8.169,0
29,1,39898,8.169,0
30,1,45697,8.172,0
33,0,41551,8.173,1
36,1,52610,8.176,0
32,1,54873,8.179,0
37,0,51464,8.179,1
37,0,51464,8.179,0
37,0,51464,8.179,0
40,1,19856,8.179,0
48,0,77070,8.182,1
49,0,43177,8.182,0
40,1,49177,8.183,0
46,0,55302,8.189,0
46,0,55302,8.189,0
22,1,30608,8.192,0
34,0,35413,8.193,0
11,0,55565,8.196,0
25,0,46147,8.196,0
40,1,35931,8.197,0
40,1,35931,8.197,0
35,1,72946,8.199,1
38,0,50583,8.199,0
35,1,43064,8.199,0
35,1,43064,8.199,0
44,0,42223,8.199,0
17,0,37871,8.199,0
17,0,37871,8.199,0
21,1,26850,8.199,0
47,0,34838,8.2,0
77,0,55131,8.202,0
77,0,55131,8.202,0
39,1,48020,8.206,0
26,1,42729,8.206,0
57,1,41582,8.207,0
57,1,41582,8.207,0
67,1,39917,8.212,0
39,1,70905,8.216,1
29,0,53400,8.216,0
29,0,53400,8.216,0
17,1,47096,8.216,1
17,1,47096,8.216,0
32,0,26106,8.219,0
18,0,24095,8.22,0
31,1,53246,8.222,0
18,0,46611,8.222,0
65,1,39144,8.222,0
36,0,35919,8.222,0
36,0,35919,8.222,0
71,0,51766,8.226,0
71,0,51766,8.226,0
39,0,43136,8.229,0
39,0,43136,8.229,0
25,1,38527,8.229,0
37,0,71502,8.232,1
52,0,70895,8.232,1
31,1,37502,8.232,0
40,0,33298,8.232,0
40,0,33298,8.232,0
50,1,27599,8.232,0
34,0,26471,8.232,0
41,0,37888,8.233,0
39,0,46635,8.237,0
39,0,46635,8.237,0
45,0,53276,8.239,1
45,0,53276,8.239,0
59,0,51293,8.24,0
41,0,39427,8.242,0
63,1,26983,8.242,0
43,1,55644,8.243,1
13,1,39762,8.246,0
13,1,39762,8.246,0
43,0,48580,8.247,0
36,0,40750,8.247,0
36,0,40750,8.247,0
42,0,50884,8.249,1
27,0,33315,8.249,0
42,0,40999,8.25,0
42,0,40999,8.25,0
43,0,50950,8.252,0
43,0,50950,8.252,0
43,0,50950,8.252,0
36,0,41113,8.252,0
43,0,48573,8.253,0
43,0,48573,8.253,0
39,1,46619,8.255,1
40,0,49941,8.256,0
36,0,35040,8.256,0
27,1,32227,8.256,0
48,1,32184,8.256,0
38,0,47997,8.258,0
50,1,42680,8.258,0
50,1,42680,8.258,0
45,0,26203,8.26,0
38,0,52547,8.261,0
38,0,52547,8.261,0
40,1,51729,8.261,0
40,1,51729,8.261,0
33,1,35434,8.262,0
33,1,35434,8.262,0
33,1,48979,8.266,0
51,0,48617,8.266,0
51,0,48617,8.266,0
51,0,48617,8.266,0
57,0,40205,8.266,0
57,0,40205,8.266,0
37,1,39016,8.266,0
37,1,39016,8.266,0
47,1,40872,8.267,0
47,1,40872,8.267,0
35,0,54897,8.269,0
35,0,54897,8.269,0
35,0,52573,8.269,0
48,0,52617,8.272,0
42,0,46445,8.272,0
43,0,50626,8.274,0
48,1,36821,8.274,0
43,1,31985,8.274,0
51,0,37874,8.275,0
33,1,55311,8.279,0
33,1,55311,8.279,0
51,1,44689,8.279,0
51,1,44689,8.279,0
51,1,44689,8.279,0
27,0,65030,8.282,1
37,0,52541,8.282,0
44,0,40905,8.282,0
44,0,40905,8.282,0
27,1,39427,8.282,0
27,1,39427,8.282,0
45,1,29898,8.282,1
45,1,29898,8.282,0
27,1,46857,8.283,0
45,1,26092,8.288,0
45,1,26092,8.288,0
20,1,52615,8.289,0
20,1,52615,8.289,0
64,0,49198,8.289,0
31,1,46124,8.289,0
31,1,46124,8.289,0
42,1,38931,8.289,0
42,1,38931,8.289,0
77,0,41286,8.291,0
77,0,41286,8.291,0
34,1,64611,8.292,1
48,0,42564,8.292,1
48,0,42564,8.292,0
48,0,42564,8.292,0
42,1,38024,8.292,0
35,0,29708,8.292,0
38,1,27339,8.292,0
38,1,27339,8.292,0
11,1,55527,8.293,0
53,0,39107,8.293,0
53,0,39107,8.293,0
52,0,54644,8.294,0
52,0,54644,8.294,0
40,0,34986,8.294,0
22,1,27050,8.294,0
22,1,27050,8.294,0
53,0,42549,8.295,1
53,0,42549,8.295,0
56,0,33920,8.295,0
56,0,33920,8.295,0
41,0,48507,8.296,0
50,0,45677,8.296,0
50,0,45677,8.296,0
50,0,45677,8.296,0
34,1,40878,8.296,0
36,0,37884,8.297,0
36,0,37884,8.297,0
46,0,41072,8.299,0
31,1,49385,8.301,0
31,1,49385,8.301,0
62,0,60324,8.302,1
46,1,52228,8.302,0
46,1,52228,8.302,0
26,1,46019,8.302,0
26,1,46019,8.302,0
36,0,41605,8.302,0
26,0,27030,8.302,0
41,0,62137,8.306,1
28,1,47862,8.309,0
41,0,52606,8.312,0
41,0,52606,8.312,0
44,0,51047,8.316,0
44,0,51047,8.316,0
52,0,42479,8.316,1
37,0,31478,8.316,0
35,1,55489,8.317,0
35,1,55489,8.317,0
31,1,28286,8.317,0
32,0,54606,8.319,0
36,1,46849,8.319,1
21,0,46590,8.319,0
21,0,46590,8.319,0
45,0,30977,8.319,0
44,1,18793,8.32,0
44,1,18793,8.32,0
26,1,34930,8.321,0
26,1,34930,8.321,0
53,1,50010,8.322,0
42,0,42717,8.322,1
41,1,42704,8.322,0
41,1,42704,8.322,0
33,0,66651,8.324,1
39,1,39772,8.324,0
50,1,32154,8.324,0
50,1,32154,8.324,0
41,1,55349,8.325,1
41,1,55349,8.325,0
25,0,54603,8.325,0
39,1,75015,8.326,1
44,0,61560,8.326,1
22,0,57117,8.326,1
36,0,55316,8.326,1
38,0,50116,8.326,1
38,0,50116,8.326,0
31,1,42442,8.326,1
37,1,35447,8.326,1
37,1,35447,8.326,0
45,1,32433,8.326,1
45,1,32433,8.326,0
18,0,31255,8.326,1
57,1,46561,8.328,0
42,0,51742,8.329,0
52,1,32927,8.329,0
52,1,32927,8.329,0
45,0,22415,8.329,0
33,1,50173,8.331,0
40,1,54423,8.332,0
38,1,51103,8.332,0
38,1,51103,8.332,0
36,0,50926,8.332,1
36,0,50926,8.332,0
34,1,42162,8.332,1
34,1,42162,8.332,0
42,0,38117,8.332,0
38,0,37493,8.332,0
38,0,37493,8.332,0
50,0,55499,8.333,0
50,0,55499,8.333,0
29,1,47960,8.333,1
29,1,47960,8.333,0
46,0,38546,8.333,0
46,0,38546,8.333,0
52,0,36256,8.333,0
35,0,51107,8.334,0
35,0,51107,8.334,0
34,0,46639,8.334,0
34,0,46639,8.334,0
49,0,40924,8.334,0
49,0,40924,8.334,0
36,1,29968,8.335,1
36,1,29968,8.335,0
32,1,47366,8.336,0
39,1,37910,8.336,0
30,1,33069,8.336,0
30,0,32396,8.336,0
30,0,32396,8.336,0
36,0,29955,8.336,0
37,1,67558,8.337,1
34,0,42215,8.338,1
53,0,58405,8.339,1
35,0,47383,8.339,0
32,1,42437,8.339,0
28,0,28270,8.342,0
47,0,70189,8.345,1
34,1,44621,8.345,0
37,1,53359,8.349,0
48,0,47218,8.349,0
43,1,46588,8.349,0
43,1,46588,8.349,0
14,1,38018,8.349,1
52,1,31020,8.349,0
52,1,31020,8.349,0
44,1,40286,8.35,0
32,0,32736,8.35,0
32,0,32736,8.35,0
37,0,31956,8.351,0
37,1,51912,8.356,0
37,1,51912,8.356,0
36,1,50814,8.356,0
36,1,50814,8.356,0
44,0,44061,8.356,0
43,1,54903,8.357,0
43,1,54903,8.357,0
49,0,31043,8.357,0
49,0,31043,8.357,0
36,0,65124,8.359,1
47,1,57671,8.359,1
23,0,53384,8.359,1
32,0,33279,8.359,1
32,0,33279,8.359,0
38,0,52468,8.36,0
38,0,52468,8.36,0
20,1,46607,8.361,0
20,0,42240,8.361,0
20,0,42240,8.361,0
24,1,52535,8.362,0
48,1,38004,8.362,0
22,1,37502,8.362,0
22,1,37502,8.362,0
25,1,27023,8.362,0
47,0,54649,8.363,0
47,0,54649,8.363,0
36,1,37940,8.363,0
36,1,37940,8.363,0
38,1,35883,8.365,0
38,1,35883,8.365,0
59,1,47173,8.366,0
53,0,47059,8.366,1
43,0,24596,8.367,0
43,0,24596,8.367,0
42,0,54807,8.369,0
30,1,49450,8.369,0
30,1,49450,8.369,0
48,1,46639,8.369,0
30,0,48026,8.37,0
48,1,42319,8.371,0
50,0,74144,8.372,1
36,0,61895,8.372,1
39,1,50920,8.372,0
48,1,48050,8.372,0
48,1,48050,8.372,0
19,0,46568,8.372,0
19,0,46568,8.372,0
22,1,31919,8.372,0
44,0,31563,8.372,1
19,1,41059,8.373,0
61,1,36133,8.375,0
47,1,54997,8.376,1
34,0,35375,8.378,0
34,0,35375,8.378,0
40,1,52467,8.379,0
43,0,51522,8.379,0
45,0,46094,8.379,0
45,0,46094,8.379,0
55,0,41624,8.379,0
52,1,41287,8.379,0
52,1,41287,8.379,0
33,0,37454,8.379,0
33,0,38183,8.38,0
33,0,38183,8.38,0
38,0,28748,8.38,0
55,0,55057,8.381,0
47,1,32167,8.381,0
42,1,43817,8.382,0
31,1,40654,8.382,0
31,1,40654,8.382,0
26,1,38944,8.382,0
26,1,38944,8.382,0
34,1,37476,8.382,0
34,1,37476,8.382,0
66,1,26997,8.382,0
66,1,26997,8.382,0
57,1,25106,8.382,1
57,1,25106,8.382,0
30,1,50690,8.385,0
30,1,50690,8.385,0
20,0,56184,8.386,1
20,0,53292,8.386,0
28,1,51748,8.386,1
31,1,30112,8.386,0
48,0,40639,8.387,0
51,1,37148,8.387,1
64,1,27025,8.388,0
64,1,27025,8.388,0
43,1,46567,8.389,0
40,1,45581,8.389,0
40,1,45581,8.389,0
46,1,45237,8.389,0
37,1,38191,8.389,0
37,1,38191,8.389,0
48,1,45064,8.391,0
29,0,74315,8.392,1
35,0,65674,8.392,1
33,1,54793,8.392,0
32,0,41132,8.392,0
32,0,41132,8.392,0
50,0,38471,8.392,0
50,0,38471,8.392,0
49,0,30647,8.392,0
54,0,35132,8.393,0
54,0,35132,8.393,0
49,1,34722,8.393,0
57,0,26238,8.393,0
57,0,26238,8.393,0
64,1,26279,8.394,0
59,0,77086,8.396,1
37,0,30969,8.398,0
59,0,69243,8.399,1
38,0,53164,8.399,1
41,0,41086,8.399,0
43,0,38071,8.399,0
44,1,32050,8.399,0
45,0,31631,8.399,1
45,0,31631,8.399,0
24,1,20758,8.399,1
43,0,19878,8.399,0
23,1,53187,8.401,0
23,1,53187,8.401,0
49,0,35358,8.401,0
54,1,53398,8.402,0
54,1,53398,8.402,0
31,1,44425,8.402,1
31,1,44425,8.402,0
47,1,53222,8.405,1
47,1,53222,8.405,0
52,0,51676,8.405,0
52,0,51676,8.405,0
50,0,51501,8.405,0
50,0,51501,8.405,0
32,1,72958,8.406,1
22,1,71457,8.406,1
30,1,51299,8.406,1
30,1,51299,8.406,0
44,0,45725,8.406,0
54,0,41029,8.406,0
31,0,39914,8.407,0
31,0,39914,8.407,0
43,0,53165,8.409,0
32,0,31333,8.409,0
32,0,31333,8.409,0
38,1,26983,8.409,0
38,1,26983,8.409,0
37,0,55497,8.411,1
37,0,55497,8.411,0
30,0,37464,8.411,0
28,0,54420,8.412,0
28,0,54420,8.412,0
75,0,49385,8.412,0
15,0,42722,8.412,0
15,0,42722,8.412,0
38,0,42360,8.412,1
38,0,42360,8.412,0
38,1,37147,8.412,1
38,1,37147,8.412,0
25,1,33961,8.412,0
25,1,33961,8.412,0
39,0,31329,8.412,0
49,0,23590,8.412,0
49,0,23590,8.412,0
45,1,51888,8.415,0
50,0,42732,8.415,0
20,0,31876,8.415,1
38,0,31916,8.416,0
38,0,31916,8.416,0
35,0,19864,8.416,0
44,0,24809,8.417,0
33,1,45497,8.418,0
33,1,45497,8.418,0
33,1,45497,8.418,0
33,0,51872,8.419,1
33,0,51872,8.419,0
42,1,46598,8.42,0
47,0,45978,8.42,0
47,0,45978,8.42,0
41,0,39338,8.421,0
41,0,39338,8.421,0
41,0,33925,8.421,0
45,0,53623,8.422,0
37,0,38852,8.422,0
54,0,35409,8.422,0
41,0,30978,8.422,0
70,0,38230,8.423,1
41,0,36837,8.423,1
41,0,36837,8.423,0
36,0,35900,8.423,0
53,1,46616,8.424,0
54,0,72996,8.426,1
33,1,70294,8.426,1
37,1,64737,8.426,1
14,0,61307,8.426,1
46,0,46634,8.426,1
46,0,46634,8.426,0
41,0,45437,8.426,1
41,0,45437,8.426,0
32,0,41298,8.426,0
32,0,39894,8.426,0
40,0,38860,8.426,1
49,0,28322,8.426,0
49,0,28322,8.426,0
45,1,40805,8.427,0
22,0,37993,8.427,0
35,0,55088,8.429,0
35,0,55088,8.429,0
40,1,54604,8.429,0
40,1,54604,8.429,0
37,1,53177,8.429,0
37,1,53177,8.429,0
62,1,38162,8.429,0
41,1,19718,8.431,0
29,0,52748,8.432,0
39,1,48966,8.432,0
26,0,42208,8.432,0
28,1,26479,8.432,1
29,0,24778,8.432,0
47,1,78093,8.433,1
44,1,55295,8.435,0
34,0,54357,8.435,0
34,0,54357,8.435,0
60,0,32157,8.435,0
37,1,53206,8.436,0
20,1,49249,8.436,0
20,1,49249,8.436,0
57,1,41068,8.436,1
61,1,38175,8.436,1
59,1,35369,8.436,0
30,1,53207,8.438,0
43,1,37993,8.439,0
43,1,37993,8.439,0
43,1,37993,8.439,0
16,0,37493,8.44,1
16,0,37493,8.44,0
38,0,77069,8.441,1
44,0,46556,8.441,0
44,0,46556,8.441,0
21,0,43847,8.442,1
21,0,43847,8.442,0
36,0,35902,8.442,0
39,1,41397,8.443,0
31,0,54948,8.445,0
36,0,27079,8.445,1
51,1,50864,8.446,1
22,1,44375,8.446,0
64,0,39858,8.448,0
19,0,54286,8.449,0
19,0,54286,8.449,0
33,1,51901,8.449,0
33,1,51901,8.449,0
28,0,49842,8.449,0
55,1,44366,8.449,0
27,1,40327,8.449,0
38,1,38131,8.449,0
38,1,38131,8.449,0
25,1,37530,8.449,1
25,1,37530,8.449,0
15,0,28314,8.449,0
15,0,28314,8.449,0
49,0,29772,8.45,0
43,0,50083,8.451,0
36,1,46645,8.451,0
51,1,38534,8.451,0
26,1,27712,8.451,1
26,1,27712,8.451,1
48,0,48541,8.452,0
27,0,32205,8.452,1
27,0,32205,8.452,0
40,1,32151,8.452,0
30,0,20445,8.452,1
50,0,38117,8.453,0
50,0,38117,8.453,0
38,0,69217,8.454,1
23,1,51045,8.454,0
23,1,51045,8.454,0
40,0,74973,8.456,1
40,0,33691,8.456,0
52,0,31972,8.456,0
46,1,42387,8.457,0
38,1,74343,8.459,1
45,1,73109,8.459,1
44,0,54382,8.459,1
33,1,38215,8.459,0
37,0,38032,8.459,1
37,0,38032,8.459,0
54,0,35143,8.459,1
37,1,30177,8.459,1
30,0,29395,8.459,0
19,1,33943,8.46,0
50,0,17774,8.461,0
50,0,17774,8.461,0
33,1,48017,8.462,0
35,1,45779,8.462,0
35,1,45683,8.462,0
30,0,30951,8.463,1
30,0,30951,8.463,0
42,1,24993,8.464,0
46,0,32222,8.465,1
46,0,32222,8.465,0
46,0,28319,8.465,0
46,0,28319,8.465,0
31,0,46640,8.466,0
31,0,46640,8.466,0
48,1,38872,8.466,0
41,1,26196,8.466,0
41,1,26196,8.466,0
42,1,25916,8.466,0
42,1,25916,8.466,0
34,1,33938,8.467,0
37,0,61669,8.468,1
34,1,51854,8.468,0
70,1,41083,8.468,0
70,1,41083,8.468,0
83,0,62854,8.469,1
44,0,55002,8.469,1
40,1,50928,8.469,0
62,0,44392,8.471,1
39,0,41030,8.471,0
28,0,39215,8.472,0
28,0,39215,8.472,0
32,1,54868,8.473,0
32,1,54868,8.473,0
32,1,47192,8.474,0
26,0,65146,8.476,1
57,0,51324,8.476,0
43,1,27013,8.476,0
26,0,48747,8.478,1
26,0,48747,8.478,0
42,1,26993,8.478,0
42,1,26993,8.478,0
42,1,54905,8.479,0
34,0,54879,8.479,0
45,0,38168,8.479,0
45,0,38168,8.479,0
41,0,31938,8.479,0
41,0,31938,8.479,0
38,1,41901,8.481,1
38,1,41901,8.481,0
40,1,69242,8.482,1
38,1,63174,8.482,1
21,0,46628,8.482,0
21,0,46628,8.482,0
36,1,45884,8.482,0
29,0,54901,8.485,0
29,0,54901,8.485,0
40,1,50877,8.486,0
40,1,50877,8.486,0
29,0,49504,8.486,0
29,0,49504,8.486,0
53,0,40430,8.487,0
38,1,33096,8.487,0
38,1,33096,8.487,0
42,1,23502,8.488,0
42,1,23502,8.488,0
65,1,47951,8.489,0
65,1,47951,8.489,0
28,0,43296,8.489,0
28,0,43296,8.489,0
20,1,41618,8.489,0
20,1,41618,8.489,0
46,1,64710,8.491,1
28,1,55842,8.492,1
49,1,53468,8.492,0
42,1,32025,8.492,1
42,1,32025,8.492,0
30,1,44728,8.495,0
30,1,44728,8.495,0
36,0,50177,8.496,0
44,0,43349,8.496,0
43,1,37324,8.497,0
43,1,37324,8.497,0
23,1,33723,8.497,0
23,1,33723,8.497,0
26,1,39763,8.498,0
26,1,39763,8.498,0
58,1,59444,8.499,1
32,0,43280,8.499,0
32,0,43280,8.499,0
18,1,41036,8.499,0
18,1,41036,8.499,0
35,1,32192,8.499,0
48,0,41131,8.5,0
48,0,41131,8.5,0
36,0,58399,8.502,1
40,0,29743,8.502,1
40,0,29743,8.502,0
32,0,55292,8.505,0
50,0,35100,8.506,0
35,0,53590,8.507,0
45,0,46881,8.507,0
45,0,46881,8.507,0
33,1,42059,8.507,0
34,1,38894,8.507,0
34,1,38894,8.507,0
36,0,31023,8.508,0
47,0,46951,8.509,0
47,0,46951,8.509,0
27,0,55623,8.512,0
36,0,46759,8.512,1
60,1,64670,8.513,1
44,0,42162,8.514,1
44,0,42162,8.514,0
30,1,28470,8.514,0
32,0,37460,8.517,1
54,1,71541,8.518,1
35,0,50843,8.519,1
35,0,50843,8.519,0
43,1,25088,8.519,0
43,1,25088,8.519,0
26,0,53400,8.522,0
47,0,46628,8.522,0
46,1,33888,8.524,0
19,0,30535,8.524,0
19,0,30535,8.524,0
34,0,51930,8.525,0
37,1,35411,8.525,0
37,1,35411,8.525,0
36,0,71486,8.526,1
45,0,51486,8.526,1
45,0,51486,8.526,0
36,1,41342,8.526,1
46,1,38207,8.526,0
42,1,38172,8.527,0
42,1,38172,8.527,0
52,1,37519,8.527,1
52,1,37519,8.527,0
23,1,37667,8.528,0
58,0,40962,8.529,0
25,1,34753,8.529,0
37,0,44428,8.53,0
37,0,44428,8.53,0
50,0,52720,8.531,0
50,0,52720,8.531,0
38,0,54868,8.532,0
58,0,51264,8.532,1
26,1,41097,8.532,0
27,0,37990,8.532,0
27,0,37990,8.532,0
42,0,27001,8.532,0
42,0,27001,8.532,0
44,0,52566,8.533,0
45,0,38115,8.533,0
45,0,38115,8.533,0
36,0,44443,8.534,0
50,0,40980,8.535,0
30,1,58404,8.536,1
37,1,44442,8.536,0
29,0,67501,8.537,1
44,1,63224,8.537,1
50,1,25642,8.538,0
50,1,25642,8.538,0
44,0,55279,8.539,1
50,0,35342,8.539,0
52,0,20748,8.539,1
29,0,31330,8.541,0
58,0,42587,8.542,0
28,1,40951,8.542,0
28,1,40951,8.542,0
35,0,38212,8.544,0
45,1,27731,8.545,0
37,1,51976,8.546,0
47,0,48744,8.546,0
32,0,46647,8.546,0
25,0,43444,8.546,0
25,0,43444,8.546,0
29,1,40163,8.546,1
29,1,40163,8.546,0
24,0,38787,8.546,0
40,0,18573,8.548,0
40,0,18573,8.548,1
46,1,51719,8.549,0
43,0,50985,8.549,0
43,1,44367,8.549,0
43,1,44367,8.549,0
43,1,44367,8.549,0
26,1,42107,8.549,0
33,0,40872,8.549,0
21,0,38011,8.549,1
21,0,38011,8.549,0
45,1,41871,8.55,1
40,1,35944,8.55,0
66,0,33900,8.55,0
37,0,47012,8.551,0
38,1,45410,8.551,0
38,1,45410,8.551,0
38,1,45410,8.551,0
41,0,53478,8.552,1
38,1,51890,8.552,0
30,1,51508,8.552,0
42,0,44358,8.552,1
46,0,43260,8.552,1
46,0,43260,8.552,0
36,1,24081,8.552,0
55,1,55580,8.555,0
45,0,17774,8.555,0
42,1,50909,8.556,0
42,1,50909,8.556,0
55,1,35278,8.556,0
45,0,51467,8.558,0
48,0,73353,8.559,1
33,0,69200,8.559,1
35,0,61732,8.559,1
42,1,46582,8.559,0
42,1,40609,8.559,0
32,0,39384,8.559,1
50,1,35312,8.559,0
50,1,35312,8.559,0
29,1,19864,8.56,0
39,0,26151,8.561,0
31,1,15576,8.561,0
21,1,35400,8.562,0
67,1,19933,8.562,0
18,0,77078,8.564,1
36,1,33701,8.564,0
45,0,46494,8.565,0
34,1,50705,8.566,0
34,1,50593,8.566,0
34,1,50593,8.566,0
35,0,47951,8.566,0
35,0,47951,8.566,0
40,0,44704,8.566,0
51,1,37908,8.566,0
51,1,37908,8.566,0
36,1,31882,8.566,0
38,1,31045,8.566,0
38,1,31045,8.566,0
35,0,29828,8.566,0
35,0,29828,8.566,0
69,1,68050,8.567,1
58,0,46642,8.567,0
26,0,50890,8.569,0
26,0,50890,8.569,0
23,1,47950,8.569,0
21,0,33620,8.569,0
21,0,33620,8.569,0
47,0,51536,8.573,0
29,1,50247,8.575,0
42,1,48000,8.575,0
42,1,48000,8.575,0
48,0,41063,8.575,0
39,0,38893,8.576,0
39,0,38893,8.576,0
71,0,41137,8.579,0
47,1,33567,8.579,0
36,1,25106,8.579,0
26,0,31932,8.581,0
55,1,54925,8.582,1
29,1,46279,8.582,0
31,1,30959,8.583,0
47,1,54437,8.584,0
63,0,40973,8.584,0
40,1,40918,8.584,0
40,1,40918,8.584,0
50,1,47997,8.585,0
50,1,47997,8.585,0
33,0,39377,8.585,0
33,0,39377,8.585,0
20,1,55291,8.586,0
20,1,55291,8.586,0
36,0,45541,8.586,0
38,0,32050,8.586,0
27,0,26150,8.586,0
27,0,26150,8.586,0
52,1,54965,8.587,0
32,1,47194,8.587,0
80,1,45679,8.587,0
38,0,31648,8.587,0
32,1,70870,8.589,1
50,0,47988,8.589,0
39,1,40933,8.589,0
24,1,40367,8.589,0
57,1,39940,8.589,0
56,0,71834,8.591,1
42,0,33580,8.591,1
39,0,19856,8.591,0
39,0,19856,8.591,0
15,0,70735,8.592,1
71,1,58410,8.592,1
39,1,48451,8.592,1
61,0,40928,8.592,1
28,0,60256,8.593,1
39,0,37260,8.595,1
37,1,35389,8.595,0
31,0,28259,8.596,0
31,0,28259,8.596,0
63,0,60656,8.597,1
44,1,71832,8.599,1
34,0,46634,8.599,0
34,0,46634,8.599,0
37,0,45219,8.599,0
37,0,45219,8.599,0
42,0,38992,8.599,0
42,0,38992,8.599,0
22,0,52036,8.6,0
47,0,62149,8.601,1
40,0,64745,8.602,1
35,1,46468,8.602,0
39,0,42666,8.602,1
39,0,42666,8.602,0
34,1,40259,8.603,0
