hospitalAddress,hospitalDesc,hospitalName,hospitalSize
,,,
医院所在地：广东-广州,"检验医生,护士,X光医生、技师,B超医生 ,主检医生 ,体检销售",深圳市华测检测技术股份有限公司,其他 50~200人人
,,,
医院所在地：浙江-金华,"社区医生,中药师 ,护士 ",浙江金华浦江县太白路社区卫生服务站,社区服务 少于50人人
,,,
医院所在地：四川-绵阳,"重症监护室医师,B超,CT医师,儿科医师",绵阳富临医院,其他 200~500人人
,,,
医院所在地：山西-大同,"肌电图医师,脑电图医师,儿科医师,神经内科医师,神经外科医师,骨科医师,外科医师,内窥镜护士,内窥镜医师,手术室护士,核磁技师,核磁医师,CT技师,CT医师,ICU护士,ICU医师,检验医师,麻醉医师,心电图医师,超声科医师,病理科医师,护士,心理及临床,护理、针推医师,儿科医师,内科医师",大同市中医院,其他 500~1000人人
,,,
医院所在地：山东-青岛,"牙科执业医师,业务院长,神经内科医师,护理部主任,医务科主任,疼痛科医师,B超、心电医生,市场推广,呼吸内科医师,康复治疗师,住院医师,神经内科学科带头人,中医医师,针灸、推拿医师,护士",青岛圣德脑血管病医院(颐德康复医院）,医疗集团 500~1000人人
,,,
医院所在地：浙江-杭州,"执业药师,执业中医师",杭州益惠健康管理有限公司,私立医院 少于50人人
,,,
医院所在地：广东-深圳,"康复理疗师,康复师",深圳市有益家健康促进中心,社区服务 少于50人人
,,,
医院所在地：新疆-喀什,"妇科医生,儿科医生,放射科,全科医生,B超_彩超心电图CT",麦盖提县平安门诊部,其他 50~200人人
,,,
医院所在地：四川-成都,"执业护士,临床检验,会计,中医针灸推拿医师,B超医生,医务科长,医学影像医生,放射科医生,口腔医生,药师,内科医生",成都成华珍君仁济医院,私立医院 50~200人人
,,,
医院所在地：广东-惠州,"拓展部主任,拓展部主任,网络管理员,助理医师（应届毕业生）,体检科工作人员,市场业务精英,创伤外科骨科医助,护士（体检科）,业务院长,护士长,护士",惠东正骨医院,专科医院 200~500人人
,,,
医院所在地：广东-佛山,"护理,消化内科医生,医学影像医生,急诊科医生,感染科医生,重症医学科医生,妇产科医生,心血管内科医生,临床医学博士,肾内研究生,消化内科研究生,内分泌研究生,肿瘤学研究生,普外硕士,胸外科硕士,小儿外科主治医师,康复,中医内科主治医师,口腔医师,医学美容,妇产科主治医师",佛山市高明区人民医院 ,其他 --人
,,,
医院所在地：浙江-湖州,"B超医生,治疗护士,市场营销,影像专业（B超、女性）,检验士（师）,药房兼收费,网络咨询,平面设计,导医,医助（女性）,输液室护士",浙江湖州南浔红房子妇科医院,专科医院 50~200人人
,,,
医院所在地：贵州-毕节,"疼痛科医生,门诊妇科医生,麻醉科医生（高薪急聘）,中医科医生,耳鼻喉科医生,护士,行政院长,检验科医生,市场营销人员,护士长（急、高薪）,各科管床医师（急聘）",贵州毕节黔西博爱医院,私立医院 50~200人人
,,,
医院所在地：湖南-常德,"住院部、门诊护士,住院部应届毕业生,男科医生/医助,住院部应届毕业生,住院部护士长,住院部护士,导医,外科医生,住院医师,门诊接诊医生,门诊医生,执业医师,住院医师",南昌航望医疗投资有限公司,其他 200~500人人
,,,
医院所在地：陕西-西安,"住院医师,陕西周至县中医院招聘针灸师,中西医结合专业住院医师,陕西周至县中医院招聘康复医师,陕西周至中医医院招聘麻醉师,康复治疗师,康复中心主任,西医临床神经内科住院医师",西安周至中医医院,专科医院 50~200人人
,,,
医院所在地：四川-宜宾,"治疗室护士,彩超医生",筠连现代医院,其他 50~200人人
,,,
医院所在地：山东-菏泽,"药师,护理,内科医生",菏泽新华癫痫病专科医院,专科医院 50~200人人
,,,
医院所在地：浙江-温州,普内科主治医生,温州市泰顺县第二人民医院,其他 200~500人人
,,,
医院所在地：江西-南昌,"义诊医生,义诊医生,CT医师,CT医师,外科医生,妇科医生,妇科医生,导诊,放射科医助,手术治疗室护士,妇科治疗室护士,主管药剂师,检验士,人事文员,内科门诊医师 ,医务科干事,住院部护士,手术室护士,外科住院医生,网络部主任,网站程序员,网站编辑,优化主管SEO,百度竞价员,网页美工,平面设计,医疗广告文案,义诊护士,义诊医生　,护士长 护理人员,骨科住院医师,按摩医生,小针刀正脊医生,咨询医生,麻醉医生,骨科手术医生（微创手术）,骨科医生（门诊）,骨科医生（椎间孔镜）",南昌正骨投资有限公司,专科医院 200~500人人
,,,
医院所在地：河北-衡水,"儿科副高,护士/护理,护理,护士,儿科副高,妇科主治医师,妇科主治/医师,儿科 副主任医师",河北衡水安平泰博儿科医院,私立医院 少于50人人
,,,
医院所在地：宁夏-吴忠,"护师,住院医生,医助,检验医生,影像科,B超医师,儿科医师,中医科,口腔科医师,妇科医师,外科医师,内科医师,护士",青铜峡市东方医院,私立医院 50~200人人
,,,
医院所在地：福建-厦门,"内科/全科医师,心血管内科医师,康复、中医针推、中西医结合的执业医师,B超医师,X光医师,药剂师,护工,护士,护理员",厦门市爱欣老年公寓,其他 少于50人人
,,,
医院所在地：浙江-杭州,"麻醉师,护士,中药师,中医疼痛科带头人,中医妇科带头人,中医内科带头人,中医骨科带头人,中医推拿师",静远健康管理有限公司(静博士美业集团),其他 500~1000人人
,,,
医院所在地：上海-闵行,"五官科医生,住院内科医生,内科医生,妇科医生",上海一〇八医院,专科医院 200~500人人
,,,
医院所在地：江西-南昌,"护士,急聘放疗科技师",南昌嘉泰医院管理有限公司,私立医院 50~200人人
,,,
医院所在地：江苏-无锡,"主任医生,副主任医生,护理员,医生（内科，全科，康复）,主治医师（全科医生）",宜兴苏欣护理院,其他 50~200人人
,,,
医院所在地：浙江-台州,"普外科医师,中医疼痛医师,全科医师,儿科医师,聘输液护士,急聘内科医师",台州黄岩羽山门诊部,私立医院 50~200人人
,,,
医院所在地：河北-廊坊,"销售推广,营销主管,办公室行政,护士 ,检验科医师,眼科医师,耳鼻喉医师,中医康复科医师,妇科医师,外科医师,内科医师,药房,检验科主任,眼科主任,耳鼻喉主任,中医主任,妇科主任,外科主任,内科主任",固安共德医院,私立医院 50~200人人
,,,
医院所在地：河北-唐山,"护士,内科医师,超声、放射医师,疼痛科医师,妇产科医师",滦县榛子镇承中医院,私立医院 50~200人人
,,,
医院所在地：广东-广州,"护士,社区推广员,眼科医生",众视医疗,医疗集团 50~200人人
,,,
医院所在地：上海-闵行,护士/护理人员,上海俪莱医疗器械有限公司,#NAME?
,,,
医院所在地：重庆-万州区,"B超,内科医助,骨外科医师,妇科医生",重庆铜梁玉媛医院,私立医院 200~500人人
,,,
医院所在地：浙江-金华,"康复护士,中药士、药士,超声科医生,输液护士,康复治疗师,检验/化验",兰溪登胜骨康医院,专科医院 50~200人人
,,,
医院所在地：上海-杨浦,"人事助理,中医师,中医师,医院网络信息管理与维护,儿科住院医师,内科住院医师,男护,检验科,小儿科医师,护士/护理人员,神经外科, 神经内科医师,呼吸科医师,ICU上海-危重急救医生,急诊科医师",上海安泰医院/上海华佳医院/上海立德医院,私立医院 50~200人人
,,,
医院所在地：上海-青浦,"康复医师/康复治疗师（士）,护士,内科主治医师,外科主治医师,妇科主治医师,中医科主治医师,耳鼻喉科主治医师,眼科主治医师,口腔科主治医师,中医科医师,预防保健科主治医师,B超主治医师,B超医师,放射科主治医师,放射科医师,主管检验师",上海淀山湖医疗保健有限公司,私立医院 50~200人人
,,,
医院所在地：浙江-宁波,"养老院护士,护士长 ,中医主任 ,内科医生 ,护士 ,神经内科医生,养老院医生",宁波江北康养医院,其他 50~200人人
,,,
医院所在地：浙江-丽水,"院长,检验,住院医师,药师,护士",浙江丽水缙云舒宁医院,专科医院 50~200人人
,,,
医院所在地：四川-巴中,"药剂师,检验科,麻醉师,护士,科护士长/护师,彩超医生,外科医生,内科医生,普外科主任,妇科主任,疼痛科医师,B超彩超医生,普外 医师,普外科住院医师,内科住院医师,放射科医师,会计,客服,平面设计,大外科主任,妇科住院医师,骨科住院医师,理疗科助理医师",巴中平昌新华医院,私立医院 200~500人人
,,,
医院所在地：河北-邯郸,"院方代表（转诊）,微信客服,消化内科接诊医生,肛肠肠镜医生,肛肠手术医生,肛肠接诊医生",邯郸强生肛肠医院,专科医院 200~500人人
,,,
医院所在地：广东-广州,"针灸推拿康复理疗培训导师,医疗部主任,市场经理,大堂经理（客服经理）,中医师 （中医内科、中西医结合、骨伤、针推、康复、妇儿、）",广州鸿慈医疗投资有限公司,医疗集团 50~200人人
,,,
医院所在地：广西-柳州,"轻松前台导医,医助,住院部护士,住院部主任,普内科住院医师",柳州华山医院,私立医院 50~200人人
,,,
医院所在地：北京,针灸执业医师,北京周井医院推拿理疗科,私立医院 50~200人人
,,,
医院所在地：江苏-苏州,"中医推拿按摩师,坐诊中医师,针灸推拿,坐诊中医师",苏州盘氏瑶医产后恢复中心,医疗集团 200~500人人
,,,
医院所在地：浙江-杭州,"化验医生,护士",临安严氏医疗综合门诊部,私立医院 50~200人人
,,,
医院所在地：湖南-常德,"院长助理,住院医师,护士,中医师,针灸推拿师",湖南常德石门县广福煤矿医院,其他 50~200人人
,,,
医院所在地：天津-河西区,"放射技师,护士,口腔医生,护士,医生助理",天津河西希望齿科诊所,私立医院 少于50人人
,,,
医院所在地：福建-泉州,"护士长,放射科医生,内科医师,B超医生 ,化验员,妇科主任  ,护士  ,导诊  ,医保收费员  ,药剂师（士  ）,内科主任",泉州海岸医院,医疗集团 50~200人人
,,,
医院所在地：浙江-杭州,"药剂人员（药剂师、药剂士）,外科医生,放射X线医生,心电图医生,B超医生",杭州市萧山区东方疗养院,私立医院 200~500人人
,,,
医院所在地：广东-肇庆,"治疗护士,医生助理,药剂士",广东四会同济专科门诊部,专科医院 50~200人人
,,,
医院所在地：山东-济南,"药师,儿科医师,外科医师,内科医师,针灸推拿师,护士,护师,门诊主任",济南圣济门诊部,其他 少于50人人
,,,
医院所在地：山东-威海,"针灸推拿医师,临床医生,医学检验,内科住院医生,输液护士,放射科、超声科,疼痛病房医生,疼痛科大夫,中西医内科,中医内科,康复理疗师,招聘护士",山东威海荣成市建国中医院,私立医院 少于50人人
,,,
医院所在地：广东-湛江,"保健按摩师免费培训,中医康复科,推拿科,急聘中医针灸科,美容师,接待,导医,院长助理,中医医师",湛江扶元堂中医康复门诊部,医疗集团 50~200人人
,,,
医院所在地：广东-深圳,"电话网络咨询,药房,护理主任,医生助理,输液护士,治疗护士,导医",深圳肤康皮肤病医院,私立医院 50~200人人
,,,
医院所在地：浙江-宁波,"中医医生,针灸推拿医师,导医,中西执业药师",宁波固元堂中医门诊部,专科医院 少于50人人
,,,
医院所在地：重庆-北碚区,"导医,医务科长,医疗销售代表,行政主任,医疗推广部主任,出纳,会计,医院网管,口腔科主治医生,儿科主治医生,妇产科主治医生,外科主治医生,内科主治医生,检验师,放射科医生,B超医生,顶岗实习护士,护士,护士长,妇产科住院部主任,外科住院部主任,内科住院部主任,妇产科住院医师,外科住院医师,内科住院医师",重庆江北机械有限责任公司职工医院,医疗集团 50~200人人
,,,
医院所在地：福建-泉州,"母婴护理师|母婴护理师学员（免费培训食宿）|高薪,月嫂|月嫂学员（免费培训食宿）|高薪,育婴师|育婴师学员（免费培训食宿）|高薪,月子中心护士|护士长,护士长",泉州聚龙艾佳贝月子中心,其他 50~200人人
,,,
医院所在地：陕西-西安,"手术室护士,放射科医师,检验师,住院部医师,骨外科门诊医生,外科门诊医生,骨科门诊医生",西安神灵寺骨病专科医院,专科医院 50~200人人
,,,
医院所在地：湖北-襄阳,"药剂师,护士,内科医师,医学检验,全科医师,B超医师,妇产科医师,放射科医师",襄阳市金环医院,私立医院 200~500人人
,,,
医院所在地：黑龙江-齐齐哈尔,"收银员,医院收银员,检验医师,营养师,产科医生,医生助理,助产士,儿科、新生儿医师,门诊手术医生,护士,彩超影像医生,妇科主任,住院医师,麻醉师,检验医师",齐齐哈尔妇科医院,专科医院 50~200人人
,,,
医院所在地：浙江-杭州,"药房人员,护士,外科",杭州新杭医疗门诊部,私立医院 少于50人人
,,,
医院所在地：河北-石家庄,"医疗销售,医疗管理（业务院长）,诊所前台,药房,B超医生,口腔医师,中医理疗师,妇科医生,儿科医生,中医医师,外科医生,内科医生",石家庄馨逸门诊部,私立医院 50~200人人
,,,
医院所在地：浙江-杭州,"中医针灸推拿,药剂师,护士,中医妇科,中西结合医师,西医内科",杭州银戈堂中医门诊部,私立医院 50~200人人
,,,
医院所在地：浙江-金华,"B超室负责人,医学影像诊断,针灸推拿医师,设备维修人员,检验科,助产士,护士,放射科,耳鼻喉科,儿科,验光师,眼科,妇产科,内科医生,外科医生,麻醉医师",永康医院（原永康市红十字会医院）,公立医院 200~500人人
,,,
医院所在地：浙江-丽水,"西医内科医师《丽水》,西医内科医师《宁波》,护士《宁波》,护士《丽水景宁》,肛肠外科医师《宁波》,肛肠外科医师《杭州》,内科执业医师《丽水》,内科执业医师《杭州》,急聘护士,肛肠外科医师《丽水》,内科执业医师《宁波》,急聘护士《丽水》,妇产科执业医师,急聘西医内科医师《杭州》",景宁林松彪中西医结合门诊部,私立医院 50~200人人
,,,
医院所在地：福建-泉州,"B超医师,体外碎石医生",泉州安溪结石专科医院,专科医院 50~200人人
,,,
医院所在地：湖南-湘潭,"放射医师,检验人员",湘潭市岳塘区疾控中心,其他 少于50人人
,,,
医院所在地：浙江-杭州,"驻医院代表,UI设计师,IOS,android开发工程师,测试工程师,PHP,实施工程师,售前工程师,市场推广",国颐康（杭州）科技有限公司,医疗集团 50~200人人
,,,
医院所在地：广东-深圳,"口腔科主治医师,中医,内儿科主治医生,外科，男科助理,市场专员,妇科助理,护师,导医,院长，医院负责人,外科,妇科主任,护士,检验科执业医师,网络专员,执业药师,副主任医师,B超医生",深圳顺安医院,其他 50~200人人
,,,
医院所在地：浙江-温州,"皮肤科,皮肤科,B超医师,放射科,五官科（含眼科）,骨伤科医师,妇产科,口腔科",瑞安市阁巷医院,公立医院 50~200人人
,,,
医院所在地：浙江-杭州,"心电/B超医生,西药房药师,供应室护士,其他护士,检验师,口腔执业医生,口腔科护士,放射科医生（CT）,妇科手术护士,中医、推拿师,麻醉师,内科医生,骨伤科医生,口腔咨询师,皮肤科医生",杭州瑞金门诊部,其他 50~200人人
,,,
医院所在地：陕西-西安,"美工,运营总监/市场总监/销售总监/项目总监,市场转诊人员,网络部总监,B超医生,肿瘤科主任,内科主任,微信咨询/微信客服,网络部经理,市场部经理,市场总监,放射科医师,血液科医师,血液科带头人,内科助理医师,大内科医师,常务院长,中医科主任,医务科主任,内科带头人,肿瘤科带头人,肿瘤科医师",西安国医肿瘤医院,专科医院 50~200人人
,,,
医院所在地：四川-自贡,"按摩师,市场专员,导检,护理,医生",自贡现代康复医院,专科医院 50~200人人
,,,
医院所在地：广东-广州,"医生,人事行政专员,门诊副主任,客服,药师（士）,IT工程师,软文编辑文案,出纳,会计,导诊护士,治疗室护士,检验师,B超技师,妇产科医生,泌尿男科医生,B超科医生,护士长,人事/行政/后勤,收银员,挂号员,美工",广州拜康医疗门诊部,私立医院 少于50人人
,,,
医院所在地：湖北-武汉,"外科医生,内科医生,护士,药剂师,耳鼻喉医生,导诊,住院医生,放射科医师,诚聘康复科理疗医师或技师,B超/心电图医生,门诊医生,诚聘中医按摩师,医学检验师/检验员,安保",武汉南大门综合医院,私立医院 50~200人人
,,,
医院所在地：广东-深圳,"妇科医生,妇科医生",深圳市南山区人民医院,公立医院 1000人以上人
,,,
医院所在地：广东-江门,"护士,全科医师,多普勒医师,眼科医师,总检医师,耳鼻喉医师,妇科医师,核磁医师,CT医师,外科医师,脑彩医师,放射医师,超声医师,心电图医师,内科医师",江门美年大健康,医疗集团 50~200人人
,,,
医院所在地：山东-菏泽,"曹县县立医院招聘/招商,康复科技师,医学影像医生,临床医学医生",菏泽市曹县县立医院,公立医院 500~1000人人
,,,
医院所在地：四川-眉山,"儿科,内分泌科,心血管内科,放射治疗,肿瘤科,消化内科,妇产科医生,骨科医生,肾内科,普内科,内科,神经外科,外科",眉山眉州医院,私立医院 50~200人人
,,,
医院所在地：山东-临沂,"幼儿教师,儿童营养师,康复养老护理员,男护士,护士长,彩超医师,针灸医师,中药师,中医师,外科微创医师,内科医师,儿童康复治疗师,成人康复治疗师,康复医师,后勤管理人员,办公室主任,业务院长",费县天成康复医院,专科医院 50~200人人
,,,
医院所在地：山东-青岛,"外科医生---青岛大学附属心血管医院（城阳）,主管会计,护士（长）---青岛大学附属心血管医院（城阳）,检验科医生---青岛大学附属心血管医院（城阳）,放射科医生---青岛大学附属心血管医院（城阳）,办公室主任,妇科医生---青岛大学附属心血管医院（城阳）,中医科医生,B超医师---青岛大学附属心血管医院（城阳）,心电图---青岛大学附属心血管医院（城阳）,中药房人员,导医,内科医生---青岛大学附属心血管医院（城阳）,西药剂人员",青岛金澍医疗管理有限公司永康医院,私立医院 50~200人人
,,,
医院所在地：新疆-伊犁哈萨克自治州,护士,阿勒泰仁德中医院,私立医院 50~200人人
,,,
医院所在地：江苏-常州,"B超医生,招聘护士,妇科医生",常州惠民医疗门诊部,私立医院 少于50人人
,,,
医院所在地：北京-海淀,激光医生,北京普蕊丰婷医疗美容医院,#NAME?
,,,
医院所在地：浙江-杭州,"护理人员,护士,产妇及新生儿护理",杭州元禧健康管理有限公司,其他 50~200人人
,,,
医院所在地：江苏-苏州,"护士长,护理员,执业护士,临床医生(内科，全科，康复)",苏州市仁济护理院 ,专科医院 200~500人人
,,,
医院所在地：湖北-武汉,"五官科医生,健康顾问,眼科医生,营销策划,导医,网络维护工程师,医务干事（兼病案管理）,麻醉师,康复治疗医师/助理医师,护师/护士,主管护师,放射技师,放射医师,超声影像医师,药师/药士,主管药师,检验师/检验士,儿科执业医师,妇产科执业医师,外科医师,内科执业医师,康复医学执业医师,中医执业医师,中西医结合执业医师,儿科主治医师,妇产科主治医师,康复医学主治医师,中医主治医师,中西医结合主治医师,儿科主任/副主任医师,妇产科主任/副主任医师,外科主任/副主任医师,内科主任/副主任医师,康复医学主任/副主任医师,中医主任/副主任医师,中西医结合主任/副主任医师",武汉东苑中西医结合医院,私立医院 200~500人人
,,,
医院所在地：浙江-杭州,"内科副主任医师,拓展专员,市场专员,企划主管,医疗器械维护员,会计,食堂早点工,检验师,药房药师,信息技术员,护士（门诊部）,护士,康复中心主任,医务部主任,护理部主任,业务院长,中医师,针灸推拿,针灸推拿师,中医 针灸推拿,妇科医师,总部会计,行政前台,护士,酒店前台,酒店客房服务员,采购员,网络客服,网上药店采购人员,网上药店运营总监,药师,护士.护士长,外科医师,内科医师,影像医师,临床医生,临床护理人员,医务部主任,招聘经理,中西医结合科医师,中医科医师,妇科医师,耳鼻喉科医师,针灸推拿医师,中、西医药剂,执业药师,B超、心电图医师,护理部主任,护士长、主任,护士,内科全科医师,内科执业医生,内科助理医生",临安家家健康医院,私立医院 50~200人人
,,,
医院所在地：云南-昆明,"会计3名 ,财务5名,各科助理医师,护士、优秀护理毕业生,药剂师5人, 医保办工作人员2名 ,B超医师1名,检验科医生3名, 放射科医生5名 ,妇科主任3名,大内科主任3名",昆明安宁市仁济医院,专科医院 50~200人人
,,,
医院所在地：辽宁-大连,"中医理疗,眼科医生,外科医生 外科大夫,彩超室人员,检验科人员,医学影像科,超声医生,妇科医生,内窥镜医生,外科医生,内科医生,应往届毕业生",庄河第四医院,#NAME?
,,,
医院所在地：河北-衡水,"影像医生,检验医生,妇科医生,儿科医生,护士",河北衡水饶阳为民门诊部,私立医院 少于50人人
,,,
医院所在地：湖南-衡阳,"护士,外科医生",衡阳协合微创医院,私立医院 50~200人人
,,,
医院所在地：重庆-渝北区,"护士,超声/影像科医师,医学检验士,主任医师（忠县）,药剂师（巴南）,内科医生（巴南、弹子石、陶家）,内科医生（巴南、弹子石、陶家）,住院护士（大竹林）,医院医保专员,医保专员,营销人员,特诊医生,前台,导医,导医,行政前台,特诊医师,药剂师,医学检验技师,住院部护士,内科护士（巴南）,内科护士（忠县）,护士长（忠县）,主任医师（九龙坡陶家镇）,内科医生,内科/中医医生（忠县）,护士长,护士（内科）,主任医师,主任医师（内科）,内科医生,护士长,血透室护士,主任医师（内科）,门诊医生,导医,护士,护士长,内科医生,主任医师（内科）,病房主任,内科医生,病案管理,门诊护士,护士长,主任医师（内科）,内科医生,护士长,血透护士",重庆山外山血液透析门诊部有限公司,医疗集团 200~500人人
,,,
医院所在地：浙江-金华,"药剂科人员,临床医学_毕业生,护士、护理人员 ,脑瘫康复科,检验科,针灸推拿,中医科,妇产科,康复科,B超,普外科,中西医结合",浙江金华浦江康复医院 ,其他 200~500人人
,,,
医院所在地：江苏-无锡,"药剂,妇科医生",无锡市江阴周庄周西门诊,私立医院 200~500人人
,,,
医院所在地：浙江-温州,"企划专员,企划专员,市场专员,市场专员,企划专员,消化内镜医师,内儿科医师（儿科方向）,企划部主任,市场部主任,市场业务专员,药士（师）,影像B超医师,妇科医师,妇科医师,检验师（检验士）,产科医生,业务院长,小儿科医生,护士",浙江省乐清市虹丰医院,私立医院 50~200人人
,,,
医院所在地：江苏-苏州,"支气管镜,胃肠镜,麻醉科医师,耳鼻喉医师,眼科医师,病理诊断医师,心电图技术医师,心脏与血管超声,影像科医师,儿科/新生儿科医师,妇产科医师,骨科医师,泌尿外科医师,普外科医师,神经外科医师,ICU急诊急救医师,消化内科医师,神经内科医师,呼吸内科医师,心血管内科医师",常熟市梅李人民医院,其他 200~500人人
,,,
医院所在地：广东-汕尾," 病理科医生,激光美容科医生,药剂人员,检验科医生,护士、护理人员,皮肤科医生",汕尾皮肤医院,私立医院 1000人以上人
,,,
医院所在地：江苏-苏州,"临床专业应届生,临床内科,儿科医师,妇产科",苏州_吴江市桃源医院,私立医院 50~200人人
,,,
医院所在地：江苏-无锡,"护士,康复科医师,内科医师,普外科医师,骨外科医师,妇产科医师,儿科医师,皮肤科医师,影像科（心、B超）医师,放射科医师,口腔科医师,五官科医师,手术室医师,内科主治医师",无锡第六人民医院,其他 50~200人人
,,,
医院所在地：江苏-徐州,"眼科 主治及以上 ,儿科 副主任及以上 ,外科 副主任及以上 ,内科 副主任及以上 ,脑电图医师,耳鼻喉科主治医师,口腔科副主任医师,影像科主治医师,乳腺科主治医师,针灸推拿科副主任及以上 ,肛肠外科主治及以上医师,ICU副主任及以上医师,脑外科副主任及以上医师,骨科副主任及以上医师,彩超主治及以上医师",徐州市沛县华佗医院（沛县中医院）,专科医院 200~500人人
,,,
医院所在地：广东-阳江,"超声科医师,儿科主治医师,妇产科主治医师,妇产科医生,儿科医生",阳西县妇幼保健院,公立医院 50~200人人
,,,
医院所在地：浙江-杭州,"药剂师,放射科医师,骨科住院医师,护士长,护士",杭州余杭富春骨伤医院,专科医院 50~200人人
,,,
医院所在地：云南-玉溪,"财务,验光师,针灸推拿师,院办,儿科医师,儿科医师,妇科,口腔科,外科,内科,B超、放射医师,急诊科医师,护理,检验,药剂",玉溪市澄江县福尔康综合门诊部,私立医院 少于50人人
,,,
医院所在地：江西-鹰潭,"临床医学毕业生,护士,执业医师,助理执业医师",江西余江精神病医院,专科医院 50~200人人
,,,
医院所在地：江苏-苏州,中医执业医师,昆山市生生堂药店中医坐堂诊所,其他 50~200人人
,,,
医院所在地：吉林-白山,"应届临床专科毕业生,应届临床本科毕业生,检验师,主管药师、药师（士）,影像科：核磁共振、C T 、DR医师、技师,B超、心电图医师,院前急救：外科医师,院前急救：内科医师,麻醉科： 主治医师、医师,口腔科副主任、主治医师,皮肤科主任或副主任医师,眼科主治医师、医师,五官科主治医师,中医主任、副主任医师,疼痛康复科医师,儿科主治医师、医师,儿科主任、副主任医师,外科主治医师、医师,外科主任、副主任医师,内科主治医师、医师,内科主任、副主任医师",吉林白山市抚松县新城医院,医疗集团 50~200人人
,,,
医院所在地：河北-廊坊,"耳鼻喉专业主治医师,口腔专业主治医师,主治中医师（针灸、推拿专业）,针灸科中医师,内科中医师,主管中药师,中药师,助产士,医学影像专业医师,麻醉专业医师,儿科主治医师,外科医师,内科医师",河北省三河市中医医院,公立医院 200~500人人
,,,
医院所在地：重庆-北碚区,"耳鼻喉科医师,心血管病专业高级医师",重庆市北碚区中医院,公立医院 500~1000人人
,,,
医院所在地：河南-郑州,"护理学编辑,临床医学编辑,医学编辑（口腔）,医学项目负责人",河南天一文化传播有限公司,医疗集团 200~500人人
,,,
医院所在地：安徽-合肥,"合肥门诊部招外妇儿中医证书挂靠，待遇优，按年付费,合肥仁义门诊部招聘中西医结合专业执业医师挂证,挂靠-儿科,挂靠-妇科,挂靠-外科医生,挂靠-中医主任,中医副主任医师,妇科,外科,内科,儿科,挂靠-口腔科,口腔科,放射科,护士",合肥仁义中西医门诊部,私立医院 50~200人人
,,,
医院所在地：浙江-衢州,"护士,住院医师,内科医生",龙游泽随医院,#NAME?
,,,
医院所在地：江苏-苏州,"治疗护士、导医,检验技士/技师,药房,输液室护士,中医科医师,口腔科医师、医助,妇科医师、医助,外科医师,内儿科医师,B超执业医师",苏州昆山市德心门诊部 ,其他 少于50人人
,,,
医院所在地：山东-潍坊,"护士,护理,内科医生,妇科医生,护士 ,放射医生,检验医生,药剂师 ,外科医生",山东潍坊昌乐东方医院,社区服务 200~500人人
,,,
医院所在地：江西-宜春,"B超医生 ,放射医生  ,业务副院长  ,护士长  ,内科医生",江西宜春化成护理医院,专科医院 50~200人人
,,,
医院所在地：浙江-衢州,"收银员,理疗医师,中医师,全科医生,内科医生,药房人员,护士、优秀护理毕业生,全科内科医生",衢州市柯城区府山街道坊门街社区卫生服务站,社区服务 50~200人人
,,,
医院所在地：贵州-遵义,"药剂师,检验科,B超医师,疼痛科医师,护士,主管护师,麻醉科医师,妇产科医师,放射科,医学影像,骨伤科医师,普外科医师,内科医师",桐梓同济医院,医疗集团 50~200人人
,,,
医院所在地：浙江-舟山,"医助,护士,泌尿科医生,妇科医生,彩超医生",舟山新东方专科医院,专科医院 200~500人人
,,,
医院所在地：辽宁-大连,"耳鼻喉科住院医师,普外科医生,神经内科医生,肾内科医生,麻醉科副主任医师,内分泌科医生,儿科医生,新生儿医生,呼吸内科医生,各学科学科带头人,轮转医生,电生理医师,普外科学科带头人,神经内科学科带头人,放射线诊断医生,彩超医生,妇科医生,心血管内科医生",大连辽渔医院,其他 200~500人人
,,,
医院所在地：浙江-杭州,"检验师,西医临床医师",杭州萧山朱卓佳中医门诊部,其他 少于50人人
,,,
医院所在地：浙江-金华,"口腔执业医师,口腔执业医师 助理医师",浦江县江南口腔门诊部,私立医院 少于50人人
,,,
医院所在地：江苏-常州,"细胞培养技术员,临床专员/学术专员,护士,临床专员/学术专员,细胞培养技术员",江苏大学附属武进医院,公立医院 1000人以上人
,,,
医院所在地：广西-玉林,"五官科执业医师,肠胃科执业医师,麻醉科医师,内科医师,口腔科医师",玉林中山医院,私立医院 500~1000人人
,,,
医院所在地：河南-信阳,"护理部主任,妇产科,外科主治医师,助理医师、医助,业务院长,B超,肛肠科医师,院办主任,疼痛科,导医",信阳光山博爱医院,私立医院 50~200人人
,,,
医院所在地：浙江-丽水,"检验,影像技术专业医师两,放射科影像诊断专业执业医师,骨科住院医生,骨科医生",丽水汪氏伤科医院,专科医院 50~200人人
,,,
医院所在地：江苏-苏州,"执业医生,B超,B超医生",江苏常熟广仁医院,其他 200~500人人
,,,
医院所在地：广西-贵港,"CT医生,市场专员,市场营销,医务科长,骨科主治,外科主任,康复理疗师,针灸推拿师,疼痛科主任,院长,心脑血管主任,网络主任,护士长,皮肤美容整形科合作,口腔科合作,麻醉医生,全科门诊医生,B超医生,放射科,住院收费员,检验科,后勤,求合作（五官科、骨科）,住院医生,耳鼻喉科医生,骨科医生,眼科医生",平南中山医院,私立医院 50~200人人
,,,
医院所在地：江西-九江,"医学影像人员,麻醉师,药剂师,骨科执业医师,护士",瑞昌和康医院,私立医院 50~200人人
,,,
医院所在地：湖北-孝感,"眼科医师,眼科医生,眼科医生", 湖北腾龙医院眼科,私立医院 200~500人人
